Sequence	MissingNumber
METTL22.fas	5
METTL23.fas	9
METTL24.fas	7
METTL25.fas	8
METTL26.fas	7
METTL27.fas	31
METTL2A.fas	3
METTL2B.fas	2
METTL3.fas	2
METTL4.fas	9
METTL5.fas	4
METTL6.fas	3
METTL7A.fas	27
METTL7B.fas	36
METTL8.fas	4
METTL9.fas	5
MEX3A.fas	10
MEX3B.fas	14
MEX3C.fas	5
MEX3D.fas	51
MFAP1.fas	3
MFAP2.fas	1
MFAP3.fas	2
MFAP3L.fas	4
MFAP4.fas	2
MFAP5.fas	4
MFF.fas	2
MFGE8.fas	3
MFHAS1.fas	16
MFN1.fas	5
MFN2.fas	4
MFNG.fas	4
MFRP.fas	1
MFSD1.fas	2
MFSD10.fas	5
MFSD11.fas	1
MFSD12.fas	7
MFSD13A.fas	2
MFSD14A.fas	6
MFSD14B.fas	5
MFSD2A.fas	2
MFSD2B.fas	8
MFSD3.fas	14
MFSD4A.fas	7
MFSD4B.fas	16
MFSD5.fas	6
MFSD6.fas	7
MFSD6L.fas	13
MFSD8.fas	6
MFSD9.fas	41
MGA.fas	4
MGARP.fas	11
MGAT1.fas	21
MGAT2.fas	18
MGAT3.fas	25
MGAT4A.fas	6
MGAT4B.fas	6
MGAT4C.fas	7
MGAT4D.fas	33
MGAT5.fas	4
MGAT5B.fas	6
MGLL.fas	5
MGME1.fas	6
MGMT.fas	3
MGP.fas	4
MGRN1.fas	5
MGST1.fas	5
MGST2.fas	17
MGST3.fas	3
MIA.fas	1
MIA2.fas	12
MIA3.fas	41
MIB1.fas	3
MIB2.fas	7
MICAL1.fas	0
MICAL2.fas	6
MICAL3.fas	2
MICALL1.fas	16
MICALL2.fas	21
MICOS10.fas	5
MICOS13.fas	2
MICU1.fas	5
MICU2.fas	2
MICU3.fas	2
MID1.fas	13
MID1IP1.fas	11
MID2.fas	4
MIDEAS.fas	1
MIDN.fas	14
MIEF1.fas	4
MIEF2.fas	10
MIEN1.fas	1
MIER1.fas	2
MIER2.fas	9
MIER3.fas	2
MIF.fas	16
MIF4GD.fas	5
MIGA1.fas	5
MIGA2.fas	4
MIIP.fas	4
MILR1.fas	14
MINAR1.fas	18
MINAR2.fas	5
MINDY1.fas	5
MINDY2.fas	2
MINDY3.fas	6
MINDY4.fas	5
MINDY4B.fas	2
MINK1.fas	5
MINPP1.fas	4
MIOS.fas	3
MIOX.fas	4
MIP.fas	3
MIPEP.fas	9
MIPOL1.fas	5
MIS12.fas	8
MIS18A.fas	6
MIS18BP1.fas	3
MISP.fas	18
MISP3.fas	36
MITD1.fas	5
MITF.fas	5
MIX23.fas	9
MIXL1.fas	31
MKKS.fas	7
MKLN1.fas	6
MKNK1.fas	1
MKNK2.fas	5
MKRN1.fas	7
MKRN2.fas	9
MKRN2OS.fas	7
MKRN3.fas	12
MKS1.fas	6
MKX.fas	4
MLANA.fas	1
MLC1.fas	5
MLEC.fas	0
MLF1.fas	5
MLF2.fas	1
MLH1.fas	2
MLH3.fas	6
MLIP.fas	19
MLKL.fas	116
MLLT1.fas	5
MLLT10.fas	7
MLLT11.fas	2
MLLT3.fas	4
MLLT6.fas	2
MLN.fas	15
MLNR.fas	74
MLPH.fas	9
MLST8.fas	0
MLX.fas	2
MLXIP.fas	2
MLXIPL.fas	8
MLYCD.fas	4
MMAA.fas	1
MMAB.fas	2
MMACHC.fas	3
MMADHC.fas	2
MMD.fas	18
MMD2.fas	12
MME.fas	18
MMEL1.fas	4
MMGT1.fas	5
MMP1.fas	4
MMP10.fas	25
MMP11.fas	1
MMP12.fas	39
MMP13.fas	4
MMP14.fas	1
MMP15.fas	4
MMP16.fas	4
MMP17.fas	26
MMP19.fas	5
MMP2.fas	4
MMP20.fas	17
MMP21.fas	88
MMP23B.fas	6
MMP24.fas	4
MMP24OS.fas	9
MMP25.fas	10
MMP26.fas	204
MMP27.fas	5
MMP28.fas	1
MMP3.fas	8
MMP7.fas	7
MMP8.fas	5
MMP9.fas	0
MMRN1.fas	10
MMRN2.fas	22
MMS19.fas	2
MMS22L.fas	1
MMUT.fas	5
MN1.fas	42
MNAT1.fas	4
MND1.fas	6
MNS1.fas	6
MNT.fas	9
MNX1.fas	87
MOAP1.fas	164
MOB1A.fas	2
MOB1B.fas	1
MOB2.fas	8
MOB3A.fas	15
MOB3B.fas	4
MOB3C.fas	1
MOB4.fas	6
MOBP.fas	20
MOCOS.fas	4
MOCS1.fas	5
MOCS2.fas	4
MOCS3.fas	11
MOG.fas	2
MOGAT1.fas	19
MOGAT2.fas	32
MOGS.fas	5
MOK.fas	11
MON1A.fas	3
MON1B.fas	5
MON2.fas	5
MORC1.fas	4
MORC2.fas	0
MORC3.fas	5
MORC4.fas	7
MORF4L1.fas	18
MORF4L2.fas	26
MORN1.fas	16
MORN2.fas	2
MORN3.fas	3
MORN4.fas	0
MORN5.fas	2
MOS.fas	9
MOSMO.fas	5
MOSPD1.fas	7
MOSPD2.fas	9
MOSPD3.fas	4
MOV10.fas	1
MOV10L1.fas	11
MOXD1.fas	2
MPC1.fas	1
MPC1L.fas	32
MPC2.fas	3
MPDU1.fas	0
MPDZ.fas	6
MPEG1.fas	14
MPG.fas	4
MPHOSPH10.fas	13
MPHOSPH6.fas	2
MPHOSPH8.fas	8
MPHOSPH9.fas	5
MPI.fas	0
MPIG6B.fas	2
MPL.fas	1
MPLKIP.fas	5
MPND.fas	5
MPO.fas	5
MPP1.fas	4
MPP2.fas	3
MPP3.fas	4
MPP4.fas	5
MPP5.fas	16
MPP6.fas	2
MPP7.fas	29
MPPE1.fas	4
MPPED1.fas	9
MPPED2.fas	2
MPRIP.fas	14
MPST.fas	11
MPV17.fas	1
MPV17L.fas	22
MPV17L2.fas	4
MPZ.fas	2
MPZL1.fas	16
MPZL2.fas	1
MPZL3.fas	3
MR1.fas	121
MRAP.fas	50
MRAP2.fas	9
MRAS.fas	0
MRC1.fas	6
MRC2.fas	4
MRE11.fas	5
MREG.fas	6
MRGBP.fas	6
MRGPRD.fas	100
MRGPRE.fas	190
MRGPRF.fas	6
MRGPRG.fas	75
MRI1.fas	7
MRLN.fas	6
MRM1.fas	6
MRM2.fas	12
MRM3.fas	5
MRNIP.fas	10
MRO.fas	4
MROH1.fas	20
MROH2A.fas	28
MROH2B.fas	15
MROH5.fas	38
MROH6.fas	21
MROH7.fas	11
MROH9.fas	9
MRPL1.fas	8
MRPL10.fas	2
MRPL11.fas	1
MRPL12.fas	0
MRPL13.fas	4
MRPL14.fas	4
MRPL15.fas	2
MRPL16.fas	5
MRPL17.fas	4
MRPL18.fas	4
MRPL19.fas	1
MRPL2.fas	2
MRPL20.fas	30
MRPL21.fas	6
MRPL22.fas	7
MRPL23.fas	59
MRPL24.fas	3
MRPL27.fas	2
MRPL28.fas	2
MRPL3.fas	4
MRPL30.fas	8
MRPL32.fas	3
MRPL33.fas	5
MRPL34.fas	139
MRPL35.fas	4
MRPL36.fas	28
MRPL37.fas	4
MRPL38.fas	1
MRPL39.fas	0
MRPL4.fas	5
MRPL40.fas	5
MRPL41.fas	10
MRPL42.fas	7
MRPL43.fas	50
MRPL44.fas	7
MRPL45.fas	1
MRPL46.fas	2
MRPL47.fas	5
MRPL48.fas	7
MRPL49.fas	2
MRPL50.fas	6
MRPL51.fas	3
MRPL52.fas	1
MRPL53.fas	3
MRPL54.fas	7
MRPL55.fas	3
MRPL57.fas	18
MRPL58.fas	1
MRPL9.fas	4
MRPS10.fas	4
MRPS11.fas	2
MRPS12.fas	7
MRPS14.fas	3
MRPS15.fas	0
MRPS16.fas	3
MRPS17.fas	6
MRPS18A.fas	3
MRPS18B.fas	0
MRPS18C.fas	2
MRPS2.fas	19
MRPS21.fas	7
MRPS22.fas	4
MRPS23.fas	0
MRPS24.fas	12
MRPS25.fas	4
MRPS26.fas	5
MRPS27.fas	4
MRPS28.fas	6
MRPS30.fas	2
MRPS31.fas	12
MRPS33.fas	6
MRPS34.fas	6
MRPS35.fas	3
MRPS36.fas	10
MRPS5.fas	13
MRPS6.fas	2
MRPS7.fas	2
MRPS9.fas	3
MRRF.fas	2
MRS2.fas	7
MRTFA.fas	6
MRTFB.fas	3
MRTO4.fas	7
MS4A1.fas	2
MS4A10.fas	53
MS4A12.fas	113
MS4A13.fas	18
MS4A14.fas	66
MS4A15.fas	35
MS4A18.fas	165
MS4A2.fas	4
MS4A3.fas	77
MS4A4E.fas	226
MS4A5.fas	42
MS4A7.fas	64
MS4A8.fas	83
MSANTD1.fas	3
MSANTD2.fas	5
MSANTD3.fas	3
MSANTD4.fas	10
MSC.fas	10
MSGN1.fas	5
MSH2.fas	7
MSH3.fas	3
MSH4.fas	6
MSH5.fas	3
MSH6.fas	12
MSI1.fas	3
MSI2.fas	3
MSL1.fas	2
MSL2.fas	10
MSL3.fas	10
MSLN.fas	27
MSLNL.fas	31
MSMB.fas	103
MSMO1.fas	11
MSMP.fas	0
MSN.fas	10
MSR1.fas	8
MSRA.fas	4
MSRB1.fas	225
MSRB2.fas	10
MSRB3.fas	1
MSS51.fas	36
MST1.fas	2
MST1R.fas	1
MSTN.fas	4
MSTO1.fas	5
MSX1.fas	17
MSX2.fas	4
MT1HL1.fas	294
MT3.fas	6
MT4.fas	4
MTA1.fas	5
MTA2.fas	1
MTA3.fas	6
MTAP.fas	12
MTARC1.fas	18
MTARC2.fas	5
MTBP.fas	4
MTCH1.fas	0
MTCH2.fas	6
MTCL1.fas	2
MTCP1.fas	3
MTDH.fas	1
MTERF1.fas	29
MTERF2.fas	15
MTERF3.fas	3
MTERF4.fas	10
MTF1.fas	1
MTF2.fas	6
MTFMT.fas	6
MTFP1.fas	0
MTFR1.fas	9
MTFR1L.fas	2
MTFR2.fas	8
MTG1.fas	3
MTG2.fas	3
MTHFD1.fas	4
MTHFD1L.fas	4
MTHFD2.fas	2
MTHFD2L.fas	14
MTHFR.fas	2
MTHFS.fas	15
MTHFSD.fas	4
MTIF2.fas	5
MTIF3.fas	6
MTLN.fas	136
MTM1.fas	4
MTMR1.fas	3
MTMR10.fas	4
MTMR11.fas	1
MTMR12.fas	1
MTMR14.fas	1
MTMR2.fas	3
MTMR3.fas	5
MTMR4.fas	12
MTMR6.fas	5
MTMR7.fas	5
MTMR8.fas	114
MTMR9.fas	8
MTNR1A.fas	51
MTNR1B.fas	79
MTO1.fas	6
MTOR.fas	3
MTPAP.fas	5
MTPN.fas	5
MTR.fas	4
MTRES1.fas	5
MTREX.fas	6
MTRF1.fas	6
MTRF1L.fas	5
MTRR.fas	5
MTSS1.fas	2
MTSS2.fas	7
MTTP.fas	5
MTURN.fas	1
MTUS1.fas	12
MTUS2.fas	29
MTX1.fas	11
MTX2.fas	6
MTX3.fas	1
MUC1.fas	179
MUC13.fas	20
MUC15.fas	6
MUC20.fas	27
MUC21.fas	127
MUC7.fas	115
MUL1.fas	3
MUS81.fas	3
MUSK.fas	3
MUSTN1.fas	2
MUTYH.fas	9
MVB12A.fas	4
MVB12B.fas	1
MVD.fas	0
MVK.fas	3
MVP.fas	7
MX1.fas	41
MX2.fas	99
MXD1.fas	1
MXD3.fas	154
MXD4.fas	15
MXI1.fas	4
MXRA7.fas	204
MXRA8.fas	18
MYADM.fas	13
MYADML2.fas	8
MYB.fas	2
MYBBP1A.fas	4
MYBL1.fas	2
MYBL2.fas	5
MYBPC1.fas	3
MYBPC2.fas	17
MYBPC3.fas	2
MYBPH.fas	10
MYBPHL.fas	43
MYC.fas	9
MYCBP.fas	2
MYCBP2.fas	29
MYCBPAP.fas	3
MYCL.fas	2
MYCN.fas	47
MYCT1.fas	1
MYD88.fas	2
MYDGF.fas	8
MYEF2.fas	2
MYEOV.fas	260
MYF5.fas	3
MYF6.fas	1
MYG1.fas	6
MYH1.fas	37
MYH10.fas	5
MYH11.fas	4
MYH13.fas	24
MYH14.fas	13
MYH15.fas	110
MYH2.fas	24
MYH3.fas	6
MYH4.fas	47
MYH6.fas	39
MYH7.fas	32
MYH7B.fas	4
MYH8.fas	11
MYH9.fas	5
MYL1.fas	1
MYL10.fas	2
MYL12A.fas	2
MYL12B.fas	5
MYL2.fas	6
MYL3.fas	1
MYL4.fas	1
MYL6.fas	4
MYL6B.fas	2
MYL7.fas	5
MYL9.fas	3
MYLIP.fas	1
MYLK.fas	6
MYLK2.fas	2
MYLK3.fas	2
MYLK4.fas	3
MYLPF.fas	6
MYMK.fas	2
MYMX.fas	3
MYNN.fas	5
MYO10.fas	3
MYO15B.fas	19
MYO16.fas	4
MYO18A.fas	3
MYO18B.fas	8
MYO19.fas	9
MYO1A.fas	0
MYO1B.fas	2
MYO1C.fas	6
MYO1D.fas	5
MYO1E.fas	7
MYO1F.fas	4
MYO1G.fas	4
MYO1H.fas	2
MYO3A.fas	10
MYO3B.fas	6
MYO5A.fas	6
MYO5B.fas	4
MYO5C.fas	3
MYO6.fas	3
MYO7A.fas	11
MYO9A.fas	5
MYO9B.fas	9
MYOC.fas	21
MYOCD.fas	6
MYOCOS.fas	21
MYOD1.fas	5
MYOF.fas	5
MYOG.fas	3
MYOM1.fas	6
MYOM2.fas	10
MYOM3.fas	4
MYORG.fas	7
MYOT.fas	3
MYOZ1.fas	2
MYOZ2.fas	4
MYOZ3.fas	0
MYPN.fas	3
MYPOP.fas	69
MYRF.fas	2
MYRFL.fas	12
MYRIP.fas	9
MYSM1.fas	3
MYT1.fas	3
MYT1L.fas	5
MYZAP.fas	9
MZB1.fas	0
MZF1.fas	32
MZT1.fas	2
MZT2A.fas	14
MZT2B.fas	7
N4BP1.fas	16
N4BP2.fas	10
N4BP2L1.fas	8
N4BP2L2.fas	38
N4BP3.fas	3
N6AMT1.fas	8
NAA10.fas	4
NAA11.fas	28
NAA15.fas	3
NAA16.fas	25
NAA20.fas	3
NAA25.fas	5
NAA30.fas	16
NAA35.fas	5
NAA38.fas	29
NAA40.fas	3
NAA50.fas	1
NAA60.fas	9
NAA80.fas	7
NAAA.fas	7
NAALAD2.fas	20
NAALADL1.fas	6
NAALADL2.fas	13
NAB1.fas	10
NAB2.fas	2
NABP1.fas	2
NABP2.fas	2
NACA2.fas	276
NACC1.fas	32
NACC2.fas	14
NADK.fas	132
NADK2.fas	4
NADSYN1.fas	9
NAE1.fas	5
NAF1.fas	11
NAGA.fas	2
NAGK.fas	2
NAGLU.fas	9
NAGPA.fas	2
NAGS.fas	6
NAIF1.fas	1
NAIP.fas	113
NALCN.fas	2
NAMPT.fas	14
NANOG.fas	31
NANOGNB.fas	118
NANOS1.fas	49
NANOS2.fas	13
NANOS3.fas	5
NANP.fas	18
NANS.fas	2
NAP1L1.fas	5
NAP1L2.fas	88
NAP1L3.fas	77
NAP1L4.fas	1
NAP1L5.fas	41
NAPA.fas	4
NAPB.fas	3
NAPEPLD.fas	17
NAPG.fas	0
NAPRT.fas	6
NAPSA.fas	119
NARF.fas	2
NARS1.fas	5
NARS2.fas	5
NASP.fas	8
NAT10.fas	0
NAT14.fas	10
NAT16.fas	197
NAT8L.fas	20
NAT9.fas	1
NATD1.fas	3
NAV1.fas	3
NAV2.fas	3
NAV3.fas	4
NAXD.fas	7
NAXE.fas	12
NBAS.fas	8
NBDY.fas	19
NBEA.fas	3
NBEAL1.fas	28
NBEAL2.fas	2
NBL1.fas	6
NBN.fas	6
NBPF10.fas	299
NBPF20.fas	300
NBR1.fas	3
NCALD.fas	5
NCAM1.fas	3
NCAM2.fas	13
NCAN.fas	5
NCAPD2.fas	5
NCAPD3.fas	2
NCAPG.fas	5
NCAPG2.fas	6
NCAPH.fas	5
NCAPH2.fas	1
NCBP1.fas	7
NCBP2.fas	0
NCBP2AS2.fas	8
NCBP2L.fas	88
NCBP3.fas	3
NCCRP1.fas	9
NCDN.fas	3
NCEH1.fas	4
NCF1.fas	7
NCF2.fas	3
NCF4.fas	4
NCK1.fas	7
NCK2.fas	11
NCKAP1.fas	8
NCKAP1L.fas	4
NCKAP5.fas	13
NCKAP5L.fas	12
NCKIPSD.fas	0
NCL.fas	15
NCLN.fas	18
NCMAP.fas	3
NCOA1.fas	3
NCOA2.fas	3
NCOA3.fas	8
NCOA4.fas	10
NCOA5.fas	2
NCOA6.fas	7
NCOA7.fas	5
NCOR1.fas	2
NCOR2.fas	2
NCR1.fas	25
NCR3.fas	40
NCR3LG1.fas	108
NCS1.fas	5
NCSTN.fas	2
NDC1.fas	3
NDC80.fas	3
NDE1.fas	1
NDEL1.fas	2
NDFIP1.fas	3
NDFIP2.fas	3
NDN.fas	13
NDNF.fas	4
NDOR1.fas	7
NDP.fas	9
NDRG1.fas	2
NDRG2.fas	3
NDRG3.fas	8
NDRG4.fas	3
NDST1.fas	2
NDST2.fas	0
NDST3.fas	12
NDST4.fas	6
NDUFA1.fas	5
NDUFA10.fas	15
NDUFA11.fas	210
NDUFA12.fas	6
NDUFA13.fas	3
NDUFA2.fas	2
NDUFA3.fas	7
NDUFA4.fas	14
NDUFA4L2.fas	2
NDUFA5.fas	16
NDUFA6.fas	3
NDUFA7.fas	3
NDUFA8.fas	2
NDUFA9.fas	7
NDUFAB1.fas	2
NDUFAF1.fas	9
NDUFAF2.fas	94
NDUFAF3.fas	2
NDUFAF4.fas	9
NDUFAF5.fas	5
NDUFAF6.fas	6
NDUFAF7.fas	2
NDUFAF8.fas	8
NDUFB1.fas	8
NDUFB10.fas	4
NDUFB11.fas	6
NDUFB2.fas	2
NDUFB3.fas	8
NDUFB4.fas	0
NDUFB5.fas	8
NDUFB6.fas	2
NDUFB7.fas	4
NDUFB8.fas	1
NDUFB9.fas	2
NDUFC1.fas	8
NDUFC2.fas	4
NDUFS1.fas	5
NDUFS2.fas	4
NDUFS3.fas	3
NDUFS4.fas	4
NDUFS5.fas	3
NDUFS6.fas	18
NDUFS7.fas	16
NDUFS8.fas	3
NDUFV1.fas	2
NDUFV2.fas	3
NDUFV3.fas	14
NEB.fas	21
NEBL.fas	2
NECAB1.fas	63
NECAB2.fas	6
NECAB3.fas	2
NECAP1.fas	2
NECAP2.fas	0
NECTIN1.fas	3
NECTIN2.fas	3
NECTIN3.fas	7
NECTIN4.fas	1
NEDD1.fas	5
NEDD4.fas	15
NEDD4L.fas	2
NEDD8.fas	1
NEDD9.fas	5
NEFH.fas	99
NEFL.fas	10
NEFM.fas	12
NEGR1.fas	6
NEIL1.fas	3
NEIL2.fas	5
NEIL3.fas	5
NEK1.fas	7
NEK10.fas	6
NEK11.fas	29
NEK2.fas	3
NEK3.fas	8
NEK4.fas	2
NEK5.fas	28
NEK6.fas	3
NEK7.fas	5
NEK8.fas	4
NEK9.fas	11
NELFA.fas	11
NELFB.fas	6
NELFCD.fas	0
NELFE.fas	2
NELL1.fas	6
NELL2.fas	6
NEMF.fas	1
NEMP1.fas	3
NEMP2.fas	4
NENF.fas	3
NEO1.fas	4
NEPRO.fas	4
NET1.fas	3
NETO1.fas	2
NETO2.fas	7
NEU1.fas	7
NEU2.fas	22
NEU3.fas	7
NEU4.fas	53
NEURL1.fas	3
NEURL1B.fas	8
NEURL2.fas	4
NEURL3.fas	21
NEURL4.fas	6
NEUROD1.fas	6
NEUROD2.fas	18
NEUROD4.fas	3
NEUROD6.fas	4
NEUROG1.fas	5
NEUROG2.fas	24
NEUROG3.fas	4
NEXMIF.fas	26
NEXN.fas	3
NF1.fas	9
NF2.fas	2
NFAM1.fas	6
NFASC.fas	4
NFAT5.fas	12
NFATC1.fas	21
NFATC2.fas	2
NFATC2IP.fas	2
NFATC3.fas	10
NFATC4.fas	3
NFE2.fas	3
NFE2L1.fas	4
NFE2L2.fas	10
NFE2L3.fas	8
NFIA.fas	5
NFIB.fas	2
NFIC.fas	10
NFIL3.fas	4
NFILZ.fas	19
NFIX.fas	13
NFKB1.fas	3
NFKB2.fas	4
NFKBIA.fas	1
NFKBIB.fas	2
NFKBID.fas	1
NFKBIE.fas	11
NFKBIL1.fas	13
NFKBIZ.fas	2
NFRKB.fas	4
NFS1.fas	5
NFU1.fas	9
NFX1.fas	1
NFXL1.fas	3
NFYA.fas	4
NFYB.fas	3
NFYC.fas	2
NGB.fas	5
NGDN.fas	2
NGEF.fas	3
NGF.fas	8
NGFR.fas	1
NGLY1.fas	4
NGRN.fas	13
NHEJ1.fas	2
NHLH1.fas	20
NHLH2.fas	12
NHLRC1.fas	20
NHLRC2.fas	1
NHLRC3.fas	0
NHLRC4.fas	50
NHP2.fas	2
NHS.fas	25
NHSL1.fas	33
NHSL2.fas	20
NIBAN1.fas	2
NIBAN2.fas	6
NIBAN3.fas	11
NICN1.fas	0
NID1.fas	7
NID2.fas	2
NIF3L1.fas	1
NIFK.fas	6
NIM1K.fas	4
NIN.fas	6
NINJ1.fas	6
NINJ2.fas	26
NINL.fas	13
NIP7.fas	0
NIPA1.fas	6
NIPA2.fas	11
NIPAL1.fas	4
NIPAL2.fas	5
NIPAL3.fas	3
NIPAL4.fas	3
NIPBL.fas	3
NIPSNAP1.fas	2
NIPSNAP2.fas	3
NIPSNAP3B.fas	52
NISCH.fas	2
NIT1.fas	0
NIT2.fas	1
NKAIN1.fas	0
NKAIN2.fas	11
NKAIN3.fas	11
NKAIN4.fas	120
NKAP.fas	29
NKAPD1.fas	13
NKAPL.fas	41
NKD1.fas	10
NKD2.fas	67
NKG7.fas	3
NKIRAS1.fas	7
NKIRAS2.fas	1
NKPD1.fas	25
NKRF.fas	9
NKTR.fas	7
NKX1-1.fas	66
NKX1-2.fas	35
NKX2-1.fas	19
NKX2-2.fas	3
NKX2-3.fas	30
NKX2-4.fas	32
NKX2-5.fas	7
NKX2-6.fas	14
NKX2-8.fas	19
NKX3-1.fas	4
NKX3-2.fas	13
NKX6-1.fas	25
NKX6-2.fas	39
NKX6-3.fas	8
NLE1.fas	3
NLGN1.fas	9
NLGN2.fas	26
NLGN3.fas	9
NLGN4X.fas	44
NLGN4Y.fas	51
NLK.fas	3
NLN.fas	5
NLRC3.fas	17
NLRC4.fas	93
NLRC5.fas	6
NLRP10.fas	162
NLRP11.fas	231
NLRP12.fas	76
NLRP13.fas	123
NLRP14.fas	71
NLRP2.fas	162
NLRP2B.fas	169
NLRP3.fas	26
NLRP4.fas	163
NLRP5.fas	60
NLRP6.fas	63
NLRP7.fas	164
NLRP8.fas	113
NLRP9.fas	100
NLRX1.fas	8
NMB.fas	2
NMBR.fas	25
NMD3.fas	5
NME1.fas	6
NME2.fas	3
NME3.fas	16
NME4.fas	7
NME5.fas	6
NME6.fas	5
NME7.fas	6
NME8.fas	8
NME9.fas	2
NMI.fas	6
NMNAT1.fas	13
NMNAT2.fas	7
NMNAT3.fas	2
NMRAL1.fas	3
NMRK1.fas	2
NMRK2.fas	66
NMS.fas	16
NMT1.fas	1
NMT2.fas	8
NMU.fas	2
NMUR1.fas	23
NMUR2.fas	10
NNAT.fas	8
NNMT.fas	64
NNT.fas	4
NOA1.fas	20
NOB1.fas	4
NOBOX.fas	112
NOC2L.fas	8
NOC3L.fas	7
NOC4L.fas	7
NOCT.fas	7
NOD1.fas	8
NOD2.fas	13
NODAL.fas	3
NOG.fas	22
NOL10.fas	4
NOL11.fas	5
NOL12.fas	1
NOL3.fas	4
NOL4.fas	2
NOL4L.fas	2
NOL7.fas	3
NOL8.fas	10
NOL9.fas	3
NOLC1.fas	9
NOM1.fas	10
NOMO1.fas	5
NOMO2.fas	18
NOMO3.fas	8
NOP10.fas	2
NOP14.fas	4
NOP16.fas	8
NOP2.fas	6
NOP53.fas	6
NOP56.fas	2
NOP58.fas	1
NOP9.fas	3
NOS1.fas	4
NOS1AP.fas	4
NOS2.fas	20
NOS3.fas	6
NOSIP.fas	6
NOSTRIN.fas	1
NOTCH1.fas	7
NOTCH2.fas	5
NOTCH2NLA.fas	65
NOTCH2NLB.fas	127
NOTCH2NLC.fas	2
NOTCH2NLR.fas	2
NOTCH3.fas	12
NOTCH4.fas	13
NOTO.fas	23
NOTUM.fas	2
NOVA1.fas	5
NOVA2.fas	50
NOX1.fas	66
NOX3.fas	2
NOX4.fas	2
NOX5.fas	120
NOXA1.fas	30
NOXO1.fas	13
NOXRED1.fas	8
NPAP1.fas	236
NPAS1.fas	3
NPAS2.fas	8
NPAS3.fas	12
NPAS4.fas	2
NPAT.fas	6
NPB.fas	76
NPBWR1.fas	17
NPBWR2.fas	110
NPC1.fas	9
NPC1L1.fas	8
NPC2.fas	7
NPDC1.fas	13
NPEPL1.fas	1
NPEPPS.fas	14
NPFF.fas	18
NPFFR1.fas	33
NPFFR2.fas	37
NPHP1.fas	14
NPHP3.fas	5
NPHP4.fas	10
NPHS1.fas	8
NPHS2.fas	7
NPL.fas	3
NPLOC4.fas	3
NPM1.fas	6
NPM2.fas	1
NPM3.fas	4
NPNT.fas	6
NPPA.fas	3
NPPB.fas	9
NPPC.fas	3
NPR1.fas	5
NPR2.fas	2
NPR3.fas	4
NPRL2.fas	0
NPRL3.fas	7
NPS.fas	10
NPSR1.fas	43
NPTN.fas	2
NPTX1.fas	8
NPTX2.fas	5
NPTXR.fas	4
NPVF.fas	17
NPW.fas	33
NPY.fas	1
NPY1R.fas	3
NPY2R.fas	6
NPY4R.fas	18
NPY4R2.fas	21
NPY5R.fas	11
NQO1.fas	6
NQO2.fas	12
NR0B1.fas	24
NR0B2.fas	2
NR1D1.fas	4
NR1D2.fas	5
NR1H2.fas	5
NR1H3.fas	2
NR1H4.fas	1
NR1I2.fas	33
NR1I3.fas	56
NR2C1.fas	3
NR2C2.fas	1
NR2C2AP.fas	1
NR2E1.fas	0
NR2E3.fas	1
NR2F1.fas	16
NR2F2.fas	2
NR2F6.fas	28
NR3C1.fas	4
NR3C2.fas	3
NR4A1.fas	5
NR4A2.fas	0
NR4A3.fas	5
NR5A1.fas	3
NR5A2.fas	3
NR6A1.fas	6
NRAP.fas	2
NRARP.fas	35
NRAS.fas	2
NRBF2.fas	14
NRBP1.fas	4
NRBP2.fas	2
NRCAM.fas	2
NRDC.fas	4
NRDE2.fas	7
NREP.fas	2
NRF1.fas	3
NRG1.fas	2
NRG2.fas	19
NRG3.fas	3
NRG4.fas	44
NRGN.fas	12
NRIP1.fas	8
NRIP2.fas	22
NRIP3.fas	4
NRK.fas	16
NRL.fas	2
NRM.fas	1
NRN1.fas	2
NRN1L.fas	4
NRP1.fas	3
NRP2.fas	4
NRROS.fas	15
NRSN1.fas	5
NRSN2.fas	2
NRTN.fas	31
NRXN1.fas	6
NRXN2.fas	3
NRXN3.fas	2
NSA2.fas	4
NSD1.fas	5
NSD2.fas	2
NSD3.fas	2
NSDHL.fas	3
NSF.fas	9
NSFL1C.fas	0
NSG1.fas	4
NSG2.fas	4
NSL1.fas	7
NSMAF.fas	4
NSMCE1.fas	3
NSMCE2.fas	3
NSMCE3.fas	23
NSMCE4A.fas	2
NSMF.fas	3
NSRP1.fas	15
NSUN2.fas	3
NSUN3.fas	8
NSUN4.fas	3
NSUN6.fas	7
NSUN7.fas	4
NT5C.fas	8
NT5C1A.fas	3
NT5C1B.fas	24
NT5C2.fas	2
NT5C3A.fas	3
NT5C3B.fas	8
NT5DC1.fas	17
NT5DC2.fas	1
NT5DC3.fas	5
NT5DC4.fas	192
NT5E.fas	1
NT5M.fas	13
NTAN1.fas	1
NTAQ1.fas	3
NTF3.fas	2
NTF4.fas	7
NTHL1.fas	1
NTM.fas	18
NTMT1.fas	0
NTN1.fas	23
NTN3.fas	27
NTN4.fas	2
NTN5.fas	14
NTNG1.fas	37
NTNG2.fas	10
NTPCR.fas	6
NTRK1.fas	6
NTRK2.fas	2
NTRK3.fas	5
NTS.fas	4
NTSR1.fas	10
NTSR2.fas	71
NUAK1.fas	5
NUAK2.fas	8
NUB1.fas	1
NUBP1.fas	4
NUBP2.fas	3
NUBPL.fas	1
NUCB1.fas	4
NUCB2.fas	5
NUCKS1.fas	4
NUDC.fas	1
