Sequence	MissingNumber
CSRNP2	5
CSRNP3	10
CSRP1	3
CSRP2	3
CSRP3	0
CST11	19
CST6	11
CST7	4
CST8	34
CSTA	8
CSTB	15
CSTF1	2
CSTF2	6
CSTF2T	24
CSTF3	4
CSTL1	14
CT83	24
CTAGE1	288
CTB-109A12	8
CTB-60B18	14
CTBP1	8
CTBP2	11
CTBS	32
CTC1	1
CTCF	4
CTCFL	5
CTD-2252G20	10
CTD-3088G3	108
CTDNEP1	0
CTDP1	14
CTDSP1	6
CTDSP2	1
CTDSPL	2
CTDSPL2	2
CTF1	48
CTH	10
CTHRC1	4
CTIF	2
CTLA4	5
CTNNA1	1
CTNNA2	3
CTNNA3	86
CTNNAL1	6
CTNNB1	2
CTNNBIP1	6
CTNNBL1	3
CTNND1	3
CTNND2	10
CTNS	3
CTPS1	4
CTPS2	7
CTR9	4
CTRC	10
CTRL	82
CTSA	1
CTSB	10
CTSC	2
CTSD	17
CTSE	89
CTSF	11
CTSH	21
CTSK	9
CTSO	9
CTSS	5
CTSW	10
CTSZ	8
CTTN	13
CTTNBP2	6
CTTNBP2NL	5
CTU2	4
CTXN1	14
CTXN2	4
CTXN3	2
CTXND1	11
CTXND2	8
CUBN	13
CUEDC1	0
CUEDC2	2
CUL1	5
CUL2	5
CUL3	5
CUL4A	7
CUL4B	25
CUL5	3
CUL7	3
CUL9	4
CUTA	1
CUTC	3
CUX1	3
CUX2	4
CUZD1	109
CWC15	2
CWC22	3
CWC25	2
CWC27	3
CWF19L1	4
CWF19L2	9
CWH43	7
CX3CL1	73
CX3CR1	6
CXADR	2
CXCL10	0
CXCL11	8
CXCL12	4
CXCL13	3
CXCL14	1
CXCL16	6
CXCL17	11
CXCL5	6
CXCL6	7
CXCL8	23
CXCL9	5
CXCR1	80
CXCR2	73
CXCR3	20
CXCR4	3
CXCR5	5
CXCR6	7
CXorf38	3
CXorf58	32
CXorf65	7
CXorf66	53
CXXC4	81
CXXC5	8
CYB561	2
CYB561A3	4
CYB561D1	0
CYB561D2	2
CYB5A	3
CYB5B	4
CYB5D1	2
CYB5D2	8
CYB5R1	4
CYB5R2	13
CYB5R3	5
CYB5R4	9
CYB5RL	2
CYBA	8
CYBB	4
CYBC1	0
CYBRD1	4
CYC1	4
CYCS	9
CYFIP1	6
CYFIP2	4
CYGB	4
CYHR1	0
CYLC1	72
CYLC2	50
CYLD	5
CYP11A1	0
CYP17A1	6
CYP19A1	17
CYP1A1	30
CYP1A2	53
CYP1B1	9
CYP20A1	9
CYP21A2	14
CYP24A1	0
CYP26A1	2
CYP26B1	1
CYP26C1	3
CYP27A1	2
CYP27B1	0
CYP27C1	99
CYP2E1	22
CYP2F1	62
CYP2R1	9
CYP2S1	22
CYP2U1	2
CYP2W1	21
CYP39A1	4
CYP46A1	1
CYP4B1	51
CYP4V2	5
CYP4X1	21
CYP4Z1	217
CYP51A1	4
CYP7A1	2
CYP7B1	5
CYP8B1	20
CYREN	2
CYRIA	2
CYRIB	4
CYS1	71
CYSLTR1	57
CYSLTR2	22
CYSRT1	6
CYSTM1	1
CYTH1	6
CYTH2	3
CYTH3	8
CYTH4	4
CYTIP	2
CYTL1	4
CYYR1	2
CZIB	2
D2HGDH	9
DAAM1	2
DAAM2	3
DAB1	2
DAB2	2
DAB2IP	1
DACH1	7
DACH2	31
DACT1	41
DACT2	37
DACT3	70
DAD1	0
DAG1	8
DAGLA	2
DAGLB	2
DALRD3	2
DAND5	88
DAO	4
DAOA	291
DAP	220
DAP3	3
DAPK1	15
DAPK2	4
DAPK3	16
DAPL1	168
DAPP1	4
DARS1	4
DARS2	3
DAW1	4
DAXX	10
DAZ1	151
DAZ3	13
DAZ4	287
DAZAP1	2
DAZAP2	15
DAZL	7
DBF4	14
DBF4B	40
DBH	7
DBI	77
DBN1	0
DBNDD1	190
DBNDD2	0
DBNL	2
DBP	11
DBR1	2
DBT	21
DBX1	1
DBX2	1
DCAF1	4
DCAF10	4
DCAF11	1
DCAF12	3
DCAF12L1	126
DCAF12L2	112
DCAF13	3
DCAF15	4
DCAF16	54
DCAF17	3
DCAF4	2
DCAF4L1	272
DCAF4L2	270
DCAF5	9
DCAF6	8
DCAF7	2
DCAF8	2
DCAF8L1	245
DCAF8L2	115
DCAKD	0
DCANP1	282
DCBLD1	3
DCBLD2	3
DCC	14
DCD	228
DCDC1	65
DCDC2	4
DCDC2B	18
DCDC2C	51
DCHS1	3
DCHS2	5
DCK	5
DCLK1	2
DCLK2	4
DCLK3	13
DCLRE1A	6
DCLRE1B	4
DCLRE1C	4
DCN	2
DCP1A	3
DCP1B	4
DCP2	1
DCPS	1
DCST1	1
DCST2	3
DCSTAMP	6
DCT	3
DCTD	0
DCTN2	0
DCTN3	0
DCTN4	1
DCTN5	4
DCTN6	4
DCTPP1	8
DCUN1D1	1
DCUN1D2	59
DCUN1D3	13
DCUN1D4	2
DCUN1D5	3
DCX	6
DCXR	6
DDA1	2
DDAH1	4
DDAH2	3
DDB1	3
DDB2	6
DDC	2
DDHD1	2
DDHD2	3
DDI1	12
DDI2	4
DDIAS	19
DDIT3	4
DDIT4	2
DDIT4L	7
DDN	16
DDO	6
DDOST	1
DDR1	3
DDR2	7
DDRGK1	0
DDT	52
DDX1	1
DDX10	6
DDX11	18
DDX17	4
DDX18	5
DDX19A	44
DDX19B	46
DDX20	9
DDX21	6
DDX23	2
DDX24	8
DDX25	3
DDX27	1
DDX28	32
DDX31	1
DDX39A	5
DDX39B	8
DDX4	8
DDX41	0
DDX42	6
DDX43	3
DDX46	6
DDX47	3
DDX49	2
DDX5	3
DDX50	5
DDX51	5
DDX52	2
DDX53	118
DDX54	2
DDX55	6
DDX56	2
DDX58	45
DDX59	5
DDX6	4
DDX60	62
DDX60L	244
DEAF1	3
DECR1	6
DECR2	7
DEDD	2
DEDD2	1
DEF6	3
DEF8	5
DEFB103A	19
DEFB103B	21
DEFB104A	63
DEFB104B	63
DEFB105A	26
DEFB105B	25
DEFB106A	27
DEFB106B	27
DEFB107A	63
DEFB107B	63
DEFB108B	50
DEFB110	25
DEFB112	100
DEFB113	49
DEFB114	60
DEFB115	62
DEFB118	75
DEFB119	40
DEFB121	54
DEFB124	9
DEFB125	11
DEFB127	51
DEFB128	9
DEFB129	21
DEFB130A	33
DEFB130B	9
DEFB131A	69
DEFB131B	67
DEFB132	56
DEFB133	30
DEFB134	72
DEFB135	12
DEFB136	6
DEGS1	14
DEGS2	22
DEK	3
DELE1	0
DENND10	3
DENND11	7
DENND1A	3
DENND1B	4
DENND1C	5
DENND2A	11
DENND2B	2
DENND2C	3
DENND2D	0
DENND3	7
DENND4A	3
DENND4B	2
DENND4C	3
DENND5A	19
DENND5B	4
DENND6A	3
DENND6B	7
DENR	3
DEPDC1	5
DEPDC1B	9
DEPDC4	220
DEPDC5	6
DEPDC7	7
DEPP1	14
DEPTOR	2
DERA	3
DERL1	2
DERL2	1
DERL3	9
DERPC	9
DES	3
DESI1	1
DESI2	5
DET1	7
DEUP1	2
DEXI	13
DFFA	6
DFFB	8
DGAT1	2
DGAT2	1
DGAT2L6	45
DGCR2	2
DGCR6	4
DGCR6L	4
DGCR8	1
DGKA	1
DGKB	5
DGKD	5
DGKE	5
DGKG	5
DGKH	2
DGKI	5
DGKK	17
DGKQ	6
DGKZ	6
DGLUCY	132
DGUOK	3
DHCR24	4
DHCR7	18
DHDDS	0
DHDH	50
DHFR	5
DHFR2	277
DHH	6
DHODH	1
DHPS	1
DHRS1	8
DHRS11	2
DHRS12	185
DHRS13	4
DHRS2	153
DHRS3	1
DHRS4	4
DHRS4L2	44
DHRS7	3
DHRS7B	0
DHRS7C	2
DHRS9	6
DHRSX	89
DHTKD1	7
DHX15	3
DHX16	5
DHX29	3
DHX30	0
DHX32	6
DHX33	2
DHX34	8
DHX35	6
DHX36	1
DHX37	9
DHX38	1
DHX40	3
DHX57	4
DHX58	1
DHX8	5
DHX9	6
DIABLO	8
DIAPH1	4
DIAPH2	19
DIAPH3	6
DICER1	2
DIDO1	15
DIMT1	2
DIO1	5
DIO2	2
DIO3	16
DIP2A	9
DIP2B	3
DIP2C	6
DIPK1A	9
DIPK1B	17
DIPK1C	24
DIPK2A	14
DIPK2B	10
DIRAS1	12
DIRAS2	7
DIRAS3	97
DIS3	2
DIS3L	9
DIS3L2	6
DISC1	18
DISP1	5
DISP2	25
DISP3	6
DIXDC1	7
DKC1	7
DKK1	0
DKK2	3
DKK3	1
DKK4	17
DKKL1	6
DLAT	5
DLC1	9
DLD	1
DLEC1	13
DLEU7	74
DLG1	4
DLG2	17
DLG3	4
DLG4	1
DLG5	6
DLGAP1	12
DLGAP2	32
DLGAP3	3
DLGAP4	4
DLGAP5	8
DLK1	4
DLK2	6
DLL1	5
DLL3	11
DLL4	0
DLST	1
DLX1	1
DLX2	5
DLX3	2
DLX4	17
DLX5	2
DLX6	1
DMAC1	7
DMAC2	5
DMAC2L	129
DMAP1	0
DMBX1	1
DMC1	1
DMD	40
DMGDH	5
DMKN	10
DMP1	3
DMPK	2
DMRT1	3
DMRT2	5
DMRT3	6
DMRTA1	4
DMRTA2	23
DMRTB1	19
DMRTC2	6
DMTF1	3
DMTN	0
DMWD	26
DMXL1	8
DMXL2	4
DNA2	7
DNAAF1	24
DNAAF2	18
DNAAF3	5
DNAAF4	11
DNAAF5	11
DNAAF6	7
DNAH1	5
DNAH10	8
DNAH11	6
DNAH12	10
DNAH14	89
DNAH17	15
DNAH2	4
DNAH3	8
DNAH5	5
DNAH6	8
DNAH7	4
DNAH8	12
DNAH9	6
DNAI1	1
DNAI2	5
DNAI3	23
DNAI4	27
DNAJA1	8
DNAJA2	3
DNAJA3	2
DNAJA4	3
DNAJB1	9
DNAJB11	3
DNAJB12	1
DNAJB13	4
DNAJB14	2
DNAJB2	0
DNAJB4	3
DNAJB6	6
DNAJB7	78
DNAJB8	17
DNAJB9	10
DNAJC1	4
DNAJC10	1
DNAJC11	0
DNAJC12	7
DNAJC13	7
DNAJC14	23
DNAJC15	4
DNAJC16	2
DNAJC17	2
DNAJC18	3
DNAJC19	4
DNAJC2	4
DNAJC21	6
DNAJC22	47
DNAJC24	2
DNAJC25	1
DNAJC27	3
DNAJC28	11
DNAJC3	5
DNAJC30	13
DNAJC4	5
DNAJC5	4
DNAJC5B	4
DNAJC5G	14
DNAJC6	7
DNAJC7	2
DNAJC8	1
DNAJC9	2
DNAL1	5
DNAL4	17
DNALI1	0
DNASE1	2
DNASE1L1	18
DNASE1L2	15
DNASE1L3	3
DNASE2	2
DNASE2B	1
DND1	3
DNER	6
DNLZ	7
DNM1	5
DNM1L	4
DNM2	4
DNM3	3
DNMBP	7
DNMT1	16
DNMT3A	1
DNMT3B	2
DNMT3L	7
DNPEP	2
DNPH1	22
DNTT	4
DNTTIP1	4
DNTTIP2	11
DOC2A	4
DOC2B	9
DOCK1	4
DOCK10	6
DOCK11	19
DOCK2	3
DOCK3	3
DOCK4	3
DOCK5	6
DOCK6	6
DOCK7	9
DOCK8	7
DOCK9	5
DOHH	9
DOK1	2
DOK2	5
DOK3	16
DOK4	0
DOK5	4
DOK6	4
DOK7	43
DOLK	10
DOLPP1	1
DONSON	3
DOP1A	6
DOP1B	6
DOT1L	8
DPAGT1	0
DPCD	0
DPEP1	15
DPEP2	15
DPEP3	20
DPF1	0
DPF2	2
DPF3	2
DPH1	2
DPH2	1
DPH3	1
DPH5	1
DPH6	4
DPH7	6
DPM1	9
DPM2	148
DPM3	7
DPP10	6
DPP3	2
DPP4	1
DPP6	11
DPP7	23
DPP8	2
DPP9	4
DPPA2	13
DPPA3	64
DPPA4	8
DPPA5	86
DPRX	181
DPT	1
DPY19L1	17
DPY19L2	11
DPY19L3	1
DPY19L4	5
DPY30	6
DPYD	4
DPYS	10
DPYSL2	2
DPYSL3	5
DPYSL4	5
DPYSL5	3
DQX1	3
DR1	3
DRAM1	4
DRAM2	5
DRAP1	1
DRAXIN	8
DRC1	8
DRC3	4
DRC7	3
DRD1	1
DRD2	0
DRD3	3
DRD4	69
DRD5	34
DRG1	4
DRG2	4
DRGX	1
DROSHA	6
DRP2	4
DSC1	10
DSC2	1
DSC3	3
DSCAM	5
DSCAML1	4
DSCC1	6
DSE	9
DSEL	10
DSG1	14
DSG2	1
DSG3	1
DSG4	33
DSN1	7
DSTN	8
DSTYK	3
DTD1	1
DTD2	3
DTHD1	28
DTL	4
DTNA	20
DTNB	2
DTNBP1	4
DTWD1	6
DTWD2	6
DTX1	14
DTX2	5
DTX3	7
DTX3L	11
DTX4	21
DTYMK	3
DUOX1	22
DUOX2	9
DUOXA1	24
DUS1L	1
DUS2	4
DUS3L	4
DUS4L	2
DUSP1	2
DUSP10	2
DUSP11	35
DUSP12	3
DUSP13	1
DUSP14	3
DUSP15	178
DUSP16	17
DUSP19	3
DUSP2	9
DUSP22	0
DUSP23	9
DUSP26	3
DUSP28	34
DUSP29	16
DUSP3	2
DUSP4	4
DUSP5	2
DUSP6	1
DUSP7	4
DUSP8	57
DUSP9	22
DUT	4
DUXA	59
DUXB	155
DVL1	13
DVL2	1
DVL3	1
DXO	3
DYDC1	5
DYDC2	36
DYM	2
DYNAP	98
DYNC1H1	17
DYNC1I1	5
DYNC1I2	4
DYNC1LI1	4
DYNC1LI2	0
DYNC2H1	11
DYNC2I1	20
DYNC2I2	8
DYNC2LI1	1
DYNLL1	6
DYNLL2	3
DYNLRB1	3
DYNLRB2	2
DYNLT1	2
DYNLT2	10
DYNLT2B	16
DYNLT3	6
DYNLT4	32
DYNLT5	11
DYRK1A	3
DYRK1B	3
DYRK2	5
DYRK3	5
DYRK4	32
DYSF	3
DYTN	16
DZANK1	5
DZIP1	4
DZIP1L	17
DZIP3	6
E2F1	2
E2F2	3
E2F3	3
E2F4	0
E2F5	6
E2F6	5
E2F7	2
E2F8	2
E4F1	2
EAF1	0
EAF2	9
EAPP	10
EARS2	2
EBAG9	3
EBF1	2
EBF2	1
EBF3	2
EBF4	3
EBI3	5
EBLN1	286
EBLN2	287
EBNA1BP2	3
EBP	2
EBPL	20
ECD	4
ECE1	10
ECE2	0
ECEL1	6
ECH1	2
ECHDC1	15
ECHDC2	10
ECHDC3	36
ECHS1	4
ECI1	6
ECI2	6
ECM1	2
ECM2	2
ECPAS	3
ECRG4	6
ECSCR	3
ECSIT	6
ECT2	5
ECT2L	33
EDA	6
EDA2R	82
EDAR	8
EDARADD	4
EDC3	5
EDC4	2
EDDM13	42
EDEM1	4
EDEM2	5
EDEM3	4
EDF1	6
EDIL3	6
EDN1	0
EDN2	0
EDN3	2
EDNRA	5
EDNRB	1
EDRF1	2
EEA1	9
EED	2
EEF1A1	58
EEF1A2	2
EEF1AKMT1	2
EEF1AKMT2	4
EEF1AKMT3	2
EEF1AKMT4	0
EEF1AKNMT	7
EEF1B2	2
EEF1D	22
EEF1E1	7
EEF1G	11
EEF2	6
EEF2K	6
EEF2KMT	5
EEFSEC	6
EEPD1	2
EFCAB1	3
EFCAB10	3
EFCAB11	4
EFCAB12	6
EFCAB13	88
EFCAB14	3
EFCAB2	256
EFCAB3	8
EFCAB5	10
EFCAB6	10
EFCAB7	4
EFCAB8	29
EFCAB9	5
EFCC1	51
EFEMP1	1
EFEMP2	1
EFHB	7
EFHC1	2
EFHC2	27
EFHD1	7
EFHD2	2
EFL1	12
EFNA1	1
EFNA2	17
EFNA3	6
EFNA4	3
EFNA5	2
EFNB1	6
EFNB2	1
EFNB3	4
EFR3A	3
EFR3B	4
EFS	2
EFTUD2	3
EGF	53
EGFL6	14
EGFL7	4
EGFL8	1
EGFLAM	4
EGFR	5
EGLN1	60
EGLN2	2
EGLN3	1
EGR1	2
EGR2	1
EGR3	3
EGR4	6
EHBP1	5
EHD1	2
EHD2	8
EHD3	4
EHD4	3
EHF	1
EHHADH	16
EHMT1	12
EHMT2	5
EI24	11
EID1	15
EID2	72
EID2B	212
EID3	7
EIF1AD	7
EIF1B	1
EIF2A	7
EIF2AK1	6
EIF2AK2	2
EIF2AK3	3
EIF2AK4	5
EIF2B1	0
EIF2B2	1
EIF2B3	8
EIF2B4	1
EIF2B5	1
EIF2D	11
EIF2S1	2
EIF2S2	3
EIF2S3B	296
EIF3A	1
EIF3B	6
EIF3C	6
EIF3CL	4
EIF3D	1
EIF3E	9
EIF3F	7
EIF3G	3
EIF3H	1
EIF3I	9
EIF3J	0
EIF3K	1
EIF3L	3
EIF3M	1
EIF4A1	6
EIF4A2	2
EIF4A3	4
EIF4B	5
EIF4E	3
EIF4E1B	8
EIF4E2	1
EIF4E3	1
EIF4EBP1	4
EIF4EBP2	1
EIF4EBP3	2
EIF4ENIF1	2
EIF4G1	3
EIF4G3	5
EIF4H	3
EIF5	4
EIF5A	8
EIF5A2	1
EIF5B	4
EIF6	6
EIPR1	13
ELAC1	4
ELAC2	5
ELANE	15
ELAPOR1	4
ELAPOR2	5
ELAVL1	4
ELAVL2	3
ELAVL3	7
ELAVL4	3
ELF1	2
ELF2	1
ELF3	7
ELF4	10
ELF5	4
ELFN1	60
ELFN2	20
ELK1	11
ELK3	8
ELK4	7
ELL	3
ELL2	3
ELL3	0
ELMO1	3
ELMO2	4
ELMO3	1
ELMOD1	4
ELMOD2	1
ELMOD3	8
ELN	4
ELOA	6
ELOA2	202
ELOA3	286
ELOA3D	286
ELOB	12
ELOC	12
ELOF1	32
ELOVL1	0
ELOVL2	6
ELOVL3	9
ELOVL4	1
ELOVL5	1
ELOVL6	7
ELOVL7	2
ELP1	20
ELP2	5
ELP3	5
ELP4	8
ELP5	2
ELP6	2
ELSPBP1	82
EMB	7
EMC1	2
EMC10	12
EMC2	2
EMC3	1
EMC4	0
EMC6	2
EMC7	4
EMC8	2
EMC9	2
EMCN	5
EMD	24
EME1	4
EME2	44
EMG1	1
EMID1	4
EMILIN1	13
EMILIN2	13
EMILIN3	9
EML1	4
EML2	5
EML3	3
EML4	3
EML5	3
EML6	8
EMP1	5
EMP2	1
EMP3	3
EMSY	1
EMX1	19
EMX2	25
EN1	64
EN2	28
ENAH	8
ENAM	26
ENC1	1
ENDOD1	7
ENDOG	37
ENDOU	3
ENDOV	4
ENG	1
ENGASE	3
ENHO	2
ENKD1	0
ENKUR	3
ENO1	5
ENO2	0
ENO3	3
ENO4	19
ENOPH1	4
ENOSF1	24
ENOX1	8
ENOX2	12
ENPEP	3
ENPP1	4
ENPP2	1
ENPP3	6
ENPP4	1
ENPP5	5
ENPP6	4
ENPP7	18
ENTHD1	8
ENTPD1	7
ENTPD2	5
ENTPD3	7
ENTPD4	0
ENTPD5	2
ENTPD6	11
ENTPD7	4
ENTPD8	5
ENTR1	5
ENY2	0
EOGT	4
EOMES	1
EP300	10
EP400	5
EPAS1	4
EPB41	25
EPB41L1	4
EPB41L2	2
EPB41L3	1
EPB41L4A	3
EPB41L4B	6
EPB41L5	8
EPB42	2
EPC1	2
EPC2	7
EPCAM	10
EPDR1	1
EPG5	5
EPGN	4
EPHA1	3
EPHA10	2
EPHA2	6
EPHA3	5
EPHA4	16
EPHA5	5
EPHA6	5
EPHA7	3
EPHA8	4
EPHB1	5
EPHB2	1
EPHB3	3
EPHB4	5
EPHB6	4
EPHX1	7
EPHX2	9
EPHX3	4
EPHX4	5
EPM2A	8
EPM2AIP1	7
EPN1	13
EPN2	4
EPN3	1
EPO	4
EPOP	22
EPOR	1
EPPIN	26
EPRS1	6
EPS15	6
EPS15L1	10
EPS8	4
EPS8L1	4
EPS8L2	17
EPS8L3	3
EPSTI1	30
EPX	72
EPYC	2
EQTN	14
ERAL1	8
ERAP1	10
ERAP2	82
ERAS	16
ERBB2	3
ERBB3	2
ERBB4	6
ERBIN	11
ERC1	13
ERC2	4
ERCC1	5
ERCC2	4
ERCC3	1
ERCC4	10
ERCC5	6
ERCC6	1
ERCC6L	35
ERCC6L2	4
ERCC8	9
EREG	0
ERF	17
ERFE	36
ERFL	5
ERG	2
ERG28	1
ERGIC1	2
ERGIC2	3
ERGIC3	4
ERH	3
ERI1	7
ERI2	22
ERI3	4
ERICH1	20
ERICH2	2
ERICH3	25
ERICH4	8
ERICH5	20
ERICH6	6
ERICH6B	15
ERLEC1	2
ERLIN1	1
ERLIN2	0
ERMAP	9
ERMARD	4
ERMN	2
ERMP1	2
ERN1	5
ERN2	2
ERO1A	15
ERO1B	3
ERP27	1
ERP29	5
ERP44	3
ERRFI1	9
ERVFRD-1	271
ERVK3-1	282
ERVMER34-1	260
ERVV-1	286
ERVV-2	286
ERVW-1	290
ESCO1	11
ESCO2	5
ESD	4
ESF1	9
ESM1	2
ESPL1	3
ESPN	18
ESPNL	38
ESR1	3
ESR2	3
ESRP1	4
ESRP2	1
ESRRA	2
ESRRB	2
ESRRG	18
ESS2	2
ESYT1	1
ESYT2	4
ESYT3	5
ETAA1	7
ETF1	6
ETFA	2
ETFB	4
ETFBKMT	7
ETFDH	9
ETFRF1	3
ETHE1	6
ETNK1	5
ETNK2	3
ETNPPL	4
ETS1	3
ETS2	4
ETV1	4
ETV2	9
ETV3	10
ETV3L	28
ETV4	3
ETV5	1
ETV6	3
ETV7	133
EVA1A	5
EVA1B	7
EVA1C	5
EVC	5
EVC2	4
EVI2A	3
EVI2B	4
EVI5	28
EVI5L	7
EVL	7
EVPL	14
EVPLL	20
EVX1	5
EVX2	65
EWSR1	4
EXD1	3
EXD2	1
EXD3	106
EXO1	4
EXO5	8
EXOC1	6
EXOC1L	4
EXOC2	2
EXOC3	6
EXOC3L1	0
EXOC3L2	16
EXOC3L4	9
EXOC4	7
EXOC5	5
EXOC6	5
EXOC6B	7
EXOC7	2
EXOC8	15
EXOG	8
EXOSC1	3
EXOSC10	6
EXOSC2	1
EXOSC3	2
EXOSC4	2
EXOSC5	1
EXOSC6	59
EXOSC7	2
EXOSC8	2
EXOSC9	3
EXT1	2
EXT2	4
EXTL1	2
EXTL2	5
EXTL3	3
EYA1	4
EYA2	2
EYA3	4
EYA4	4
EYS	128
EZH1	2
EZH2	3
EZR	3
F10	9
F11	19
F11R	4
F12	38
F13A1	4
F13B	6
F2	3
F2R	8
F2RL1	9
F2RL2	14
F2RL3	25
F3	3
F7	9
F8	47
F8A1	160
F9	6
FA2H	2
FAAH	1
FAAH2	206
FAAP100	3
FAAP20	130
FAAP24	6
FABP1	8
FABP12	57
FABP2	6
FABP3	1
FABP4	8
FABP5	7
FABP6	10
FABP7	5
FABP9	22
FADD	10
FADS1	1
FADS2	3
FADS3	8
FADS6	17
FAF1	3
FAF2	2
FAH	4
FAHD1	3
FAHD2A	7
FAHD2B	4
FAIM	4
FAIM2	2
FAM102A	3
FAM102B	8
FAM107A	6
FAM107B	3
FAM110A	5
FAM110B	21
FAM110C	38
FAM110D	17
FAM111A	109
FAM111B	121
FAM114A1	4
FAM114A2	4
FAM117A	2
FAM117B	4
FAM118A	7
FAM118B	4
FAM120A	2
FAM120AOS	186
FAM120B	44
FAM120C	22
FAM124A	3
FAM124B	4
FAM126A	4
FAM126B	9
FAM131A	2
FAM131B	4
FAM131C	5
FAM133A	60
FAM133B	5
FAM135A	14
FAM135B	9
FAM136A	199
FAM13A	6
FAM13B	3
FAM13C	2
FAM149A	11
FAM149B1	1
FAM151A	16
FAM151B	5
FAM155A	13
FAM155B	40
FAM156A	155
FAM156B	149
FAM160A1	6
FAM160A2	1
FAM160B1	3
FAM160B2	1
FAM161A	11
FAM161B	4
FAM162A	2
FAM162B	13
FAM163A	6
FAM163B	7
FAM166A	7
FAM166B	17
FAM166C	28
FAM167A	8
FAM167B	2
FAM168A	3
FAM168B	0
FAM169A	5
FAM170A	20
FAM170B	26
FAM171A1	8
FAM171A2	75
FAM171B	8
FAM172A	6
FAM174A	40
FAM174B	65
FAM174C	20
FAM177A1	4
FAM177B	58
FAM178B	13
FAM180A	7
FAM180B	23
FAM181A	4
FAM181B	43
FAM183A	15
FAM184A	3
FAM184B	10
FAM185A	3
FAM186B	36
FAM187A	7
FAM187B	26
FAM189A1	3
FAM189A2	3
FAM189B	5
FAM193A	2
FAM193B	1
FAM199X	7
FAM200A	138
FAM200B	159
FAM204A	2
FAM205C	42
FAM207A	5
FAM209B	8
FAM20A	3
FAM20B	1
FAM20C	5
FAM210A	4
FAM210B	5
FAM214A	6
FAM214B	2
FAM216A	9
FAM216B	22
FAM217A	36
FAM217B	7
FAM219A	0
FAM219B	4
FAM220A	24
FAM221A	6
FAM221B	10
FAM222A	32
FAM222B	9
FAM227A	44
FAM227B	14
FAM228A	78
FAM228B	10
FAM229A	9
FAM229B	7
FAM234A	3
FAM234B	2
FAM237A	2
FAM237B	21
FAM240C	84
FAM241A	5
FAM241B	1
FAM243A	11
FAM243B	14
FAM246A	69
FAM246B	68
FAM25A	3
FAM25C	4
FAM25G	4
FAM32A	4
FAM3A	6
FAM3B	12
FAM3C	3
FAM3D	0
FAM43A	5
FAM43B	37
FAM47E	28
FAM50A	9
FAM50B	111
FAM53A	99
FAM53B	4
FAM53C	6
FAM71A	42
FAM71B	20
FAM71C	107
FAM71D	7
FAM71E1	175
FAM71E2	60
FAM71F1	3
FAM71F2	40
FAM72A	2
FAM72B	2
FAM72C	2
FAM72D	2
FAM76A	5
FAM76B	3
FAM78A	4
FAM78B	2
FAM81A	4
FAM81B	1
FAM83A	7
FAM83B	8
FAM83C	11
FAM83D	6
FAM83E	12
FAM83F	2
FAM83G	12
FAM83H	31
FAM86B1	6
FAM86B2	6
FAM89A	43
FAM89B	16
FAM8A1	41
FAM91A1	8
FAM98A	4
FAM98B	5
FAM98C	7
FAN1	6
FANCA	5
FANCB	16
FANCC	2
FANCD2	10
FANCD2OS	10
FANCE	5
FANCF	24
FANCG	1
FANCI	5
FANCL	6
FANCM	4
FANK1	1
FAP	3
FAR1	5
FAR2	3
FARP1	4
FARP2	5
FARS2	7
FARSA	2
FARSB	5
FAS	4
FASLG	4
FASN	11
FASTK	6
FASTKD1	8
FASTKD2	4
FASTKD3	10
FASTKD5	7
FATE1	44
FAXC	3
FAXDC2	39
FBF1	1
FBH1	3
FBL	1
FBLIM1	6
FBLL1	51
FBLN1	6
FBLN2	10
FBLN5	3
FBLN7	6
FBN1	6
FBN2	4
FBN3	67
FBP1	6
FBP2	10
FBRS	4
FBRSL1	16
FBXL12	11
FBXL13	25
FBXL14	21
FBXL15	5
FBXL16	16
FBXL17	15
FBXL18	21
FBXL19	3
FBXL2	3
FBXL20	8
FBXL22	169
FBXL3	3
FBXL4	2
FBXL5	2
FBXL6	4
FBXL7	5
FBXL8	10
FBXO10	6
FBXO11	2
FBXO15	4
FBXO16	9
FBXO17	32
FBXO2	4
FBXO21	2
FBXO22	6
FBXO24	5
FBXO25	7
FBXO28	3
FBXO3	3
FBXO30	4
FBXO31	4
FBXO32	1
FBXO33	4
FBXO34	13
FBXO36	12
FBXO38	2
FBXO39	2
FBXO4	2
FBXO40	9
FBXO41	7
FBXO42	3
FBXO43	7
FBXO44	29
FBXO45	2
FBXO46	25
FBXO47	2
FBXO48	6
FBXO5	4
FBXO6	0
FBXO7	8
FBXO8	2
FBXO9	4
FBXW10	17
FBXW11	11
FBXW12	144
FBXW2	2
FBXW4	4
FBXW5	19
FBXW7	3
FBXW8	2
FBXW9	19
FCAMR	11
FCAR	73
FCER1A	4
FCER1G	4
FCER2	37
FCF1	3
FCGBP	30
FCGR1A	48
FCGR1B	46
FCGR2B	31
FCGR3A	10
FCGR3B	40
FCGRT	24
FCHO1	3
FCHO2	3
FCHSD1	2
FCHSD2	2
FCMR	6
FCN1	215
FCN3	205
FCRL1	26
FCRL2	169
FCRL3	46
FCRL4	62
FCRL5	35
FCRL6	116
FCRLA	3
FCRLB	9
FCSK	4
FDCSP	31
FDFT1	3
FDPS	4
FDX1	7
FDX2	3
FDXACB1	5
FDXR	1
FECH	1
FEM1A	46
