Sequence	MissingNumber
CSRNP2	7
CSRNP3	10
CSRP1	5
CSRP2	3
CSRP3	1
CST11	20
CST6	16
CST7	4
CST8	35
CSTA	15
CSTB	17
CSTF1	4
CSTF2	7
CSTF2T	30
CSTF3	5
CSTL1	15
CT83	29
CTAGE1	358
CTB-109A12	10
CTB-60B18	15
CTBP1	9
CTBP2	12
CTBS	32
CTC1	1
CTCF	5
CTCFL	9
CTD-2252G20	16
CTD-3088G3	143
CTDNEP1	1
CTDP1	17
CTDSP1	7
CTDSP2	1
CTDSPL	3
CTDSPL2	2
CTF1	62
CTH	10
CTHRC1	4
CTIF	3
CTLA4	5
CTNNA1	2
CTNNA2	4
CTNNA3	102
CTNNAL1	6
CTNNB1	2
CTNNBIP1	6
CTNNBL1	4
CTNND1	3
CTNND2	10
CTNS	3
CTPS1	4
CTPS2	8
CTR9	4
CTRC	11
CTRL	102
CTSA	1
CTSB	14
CTSC	3
CTSD	23
CTSE	104
CTSF	16
CTSH	25
CTSK	10
CTSO	11
CTSS	6
CTSW	16
CTSZ	11
CTTN	19
CTTNBP2	7
CTTNBP2NL	7
CTU2	6
CTXN1	20
CTXN2	5
CTXN3	2
CTXND1	16
CTXND2	10
CUBN	17
CUEDC1	1
CUEDC2	2
CUL1	5
CUL2	7
CUL3	5
CUL4A	8
CUL4B	29
CUL5	3
CUL7	3
CUL9	4
CUTA	2
CUTC	3
CUX1	5
CUX2	5
CUZD1	127
CWC15	3
CWC22	4
CWC25	3
CWC27	4
CWF19L1	6
CWF19L2	10
CWH43	7
CX3CL1	93
CX3CR1	9
CXADR	2
CXCL10	1
CXCL11	9
CXCL12	5
CXCL13	3
CXCL14	1
CXCL16	9
CXCL17	18
CXCL5	8
CXCL6	9
CXCL8	40
CXCL9	7
CXCR1	91
CXCR2	84
CXCR3	24
CXCR4	3
CXCR5	7
CXCR6	9
CXorf38	4
CXorf58	40
CXorf65	8
CXorf66	66
CXXC4	101
CXXC5	10
CYB561	2
CYB561A3	5
CYB561D1	0
CYB561D2	2
CYB5A	3
CYB5B	6
CYB5D1	2
CYB5D2	8
CYB5R1	4
CYB5R2	14
CYB5R3	9
CYB5R4	9
CYB5RL	3
CYBA	11
CYBB	7
CYBC1	0
CYBRD1	4
CYC1	4
CYCS	11
CYFIP1	9
CYFIP2	6
CYGB	4
CYHR1	0
CYLC1	79
CYLC2	57
CYLD	8
CYP11A1	0
CYP17A1	6
CYP19A1	20
CYP1A1	32
CYP1A2	65
CYP1B1	12
CYP20A1	13
CYP21A2	19
CYP24A1	0
CYP26A1	2
CYP26B1	1
CYP26C1	3
CYP27A1	2
CYP27B1	1
CYP27C1	131
CYP2E1	30
CYP2F1	70
CYP2R1	10
CYP2S1	28
CYP2U1	3
CYP2W1	26
CYP39A1	6
CYP46A1	1
CYP4B1	54
CYP4V2	6
CYP4X1	23
CYP4Z1	274
CYP51A1	4
CYP7A1	3
CYP7B1	6
CYP8B1	23
CYREN	3
CYRIA	3
CYRIB	4
CYS1	91
CYSLTR1	61
CYSLTR2	24
CYSRT1	7
CYSTM1	1
CYTH1	7
CYTH2	3
CYTH3	9
CYTH4	6
CYTIP	2
CYTL1	4
CYYR1	2
CZIB	2
D2HGDH	12
DAAM1	3
DAAM2	3
DAB1	2
DAB2	2
DAB2IP	2
DACH1	8
DACH2	34
DACT1	57
DACT2	49
DACT3	94
DAD1	1
DAG1	9
DAGLA	3
DAGLB	2
DALRD3	3
DAND5	105
DAO	6
DAOA	365
DAP	271
DAP3	3
DAPK1	20
DAPK2	4
DAPK3	20
DAPL1	206
DAPP1	6
DARS1	4
DARS2	4
DAW1	4
DAXX	13
DAZ1	194
DAZ3	14
DAZ4	358
DAZAP1	2
DAZAP2	19
DAZL	9
DBF4	15
DBF4B	58
DBH	10
DBI	88
DBN1	0
DBNDD1	239
DBNDD2	0
DBNL	5
DBP	13
DBR1	4
DBT	23
DBX1	2
DBX2	1
DCAF1	4
DCAF10	4
DCAF11	2
DCAF12	5
DCAF12L1	156
DCAF12L2	133
DCAF13	3
DCAF15	5
DCAF16	71
DCAF17	3
DCAF4	3
DCAF4L1	340
DCAF4L2	336
DCAF5	10
DCAF6	8
DCAF7	3
DCAF8	3
DCAF8L1	309
DCAF8L2	134
DCAKD	1
DCANP1	356
DCBLD1	5
DCBLD2	4
DCC	17
DCD	284
DCDC1	83
DCDC2	4
DCDC2B	19
DCDC2C	59
DCHS1	5
DCHS2	6
DCK	5
DCLK1	2
DCLK2	4
DCLK3	15
DCLRE1A	7
DCLRE1B	6
DCLRE1C	6
DCN	2
DCP1A	4
DCP1B	6
DCP2	3
DCPS	1
DCST1	3
DCST2	4
DCSTAMP	6
DCT	7
DCTD	1
DCTN2	0
DCTN3	1
DCTN4	1
DCTN5	5
DCTN6	5
DCTPP1	10
DCUN1D1	3
DCUN1D2	68
DCUN1D3	14
DCUN1D4	3
DCUN1D5	3
DCX	7
DCXR	8
DDA1	3
DDAH1	4
DDAH2	4
DDB1	4
DDB2	7
DDC	4
DDHD1	2
DDHD2	4
DDI1	15
DDI2	5
DDIAS	21
DDIT3	4
DDIT4	5
DDIT4L	7
DDN	20
DDO	7
DDOST	2
DDR1	5
DDR2	8
DDRGK1	1
DDT	76
DDX1	1
DDX10	7
DDX11	26
DDX17	5
DDX18	6
DDX19A	50
DDX19B	50
DDX20	11
DDX21	8
DDX23	2
DDX24	12
DDX25	3
DDX27	2
DDX28	39
DDX31	2
DDX39A	6
DDX39B	11
DDX4	10
DDX41	0
DDX42	7
DDX43	4
DDX46	7
DDX47	4
DDX49	3
DDX5	4
DDX50	6
DDX51	8
DDX52	3
DDX53	149
DDX54	3
DDX55	8
DDX56	2
DDX58	47
DDX59	7
DDX6	4
DDX60	76
DDX60L	298
DEAF1	6
DECR1	6
DECR2	10
DEDD	2
DEDD2	1
DEF6	3
DEF8	6
DEFB103A	24
DEFB103B	25
DEFB104A	84
DEFB104B	84
DEFB105A	26
DEFB105B	25
DEFB106A	27
DEFB106B	27
DEFB107A	69
DEFB107B	69
DEFB108B	64
DEFB110	26
DEFB112	127
DEFB113	56
DEFB114	72
DEFB115	79
DEFB118	82
DEFB119	49
DEFB121	72
DEFB124	9
DEFB125	14
DEFB127	66
DEFB128	10
DEFB129	26
DEFB130A	41
DEFB130B	10
DEFB131A	77
DEFB131B	75
DEFB132	76
DEFB133	32
DEFB134	91
DEFB135	12
DEFB136	6
DEGS1	17
DEGS2	25
DEK	3
DELE1	1
DENND10	4
DENND11	7
DENND1A	4
DENND1B	7
DENND1C	8
DENND2A	11
DENND2B	2
DENND2C	5
DENND2D	0
DENND3	7
DENND4A	3
DENND4B	3
DENND4C	4
DENND5A	22
DENND5B	5
DENND6A	3
DENND6B	7
DENR	3
DEPDC1	6
DEPDC1B	11
DEPDC4	274
DEPDC5	9
DEPDC7	10
DEPP1	16
DEPTOR	4
DERA	3
DERL1	2
DERL2	1
DERL3	10
DERPC	9
DES	4
DESI1	2
DESI2	5
DET1	10
DEUP1	4
DEXI	19
DFFA	9
DFFB	8
DGAT1	4
DGAT2	1
DGAT2L6	47
DGCR2	4
DGCR6	6
DGCR6L	6
DGCR8	3
DGKA	2
DGKB	6
DGKD	5
DGKE	7
DGKG	5
DGKH	4
DGKI	6
DGKK	18
DGKQ	7
DGKZ	6
DGLUCY	163
DGUOK	4
DHCR24	4
DHCR7	22
DHDDS	4
DHDH	52
DHFR	6
DHFR2	343
DHH	9
DHODH	1
DHPS	2
DHRS1	9
DHRS11	2
DHRS12	238
DHRS13	5
DHRS2	191
DHRS3	2
DHRS4	5
DHRS4L2	48
DHRS7	5
DHRS7B	2
DHRS7C	2
DHRS9	6
DHRSX	119
DHTKD1	10
DHX15	3
DHX16	7
DHX29	4
DHX30	1
DHX32	6
DHX33	3
DHX34	9
DHX35	8
DHX36	1
DHX37	10
DHX38	1
DHX40	3
DHX57	4
DHX58	5
DHX8	7
DHX9	7
DIABLO	9
DIAPH1	6
DIAPH2	23
DIAPH3	7
DICER1	2
DIDO1	17
DIMT1	4
DIO1	6
DIO2	3
DIO3	19
DIP2A	9
DIP2B	4
DIP2C	9
DIPK1A	9
DIPK1B	22
DIPK1C	31
DIPK2A	25
DIPK2B	10
DIRAS1	18
DIRAS2	9
DIRAS3	122
DIS3	5
DIS3L	11
DIS3L2	6
DISC1	27
DISP1	10
DISP2	34
DISP3	7
DIXDC1	7
DKC1	9
DKK1	0
DKK2	3
DKK3	2
DKK4	23
DKKL1	7
DLAT	5
DLC1	10
DLD	1
DLEC1	14
DLEU7	86
DLG1	4
DLG2	19
DLG3	4
DLG4	1
DLG5	11
DLGAP1	14
DLGAP2	37
DLGAP3	3
DLGAP4	4
DLGAP5	11
DLK1	5
DLK2	8
DLL1	5
DLL3	13
DLL4	1
DLST	1
DLX1	1
DLX2	7
DLX3	2
DLX4	23
DLX5	2
DLX6	1
DMAC1	8
DMAC2	6
DMAC2L	154
DMAP1	1
DMBX1	1
DMC1	2
DMD	44
DMGDH	6
DMKN	10
DMP1	6
DMPK	4
DMRT1	3
DMRT2	5
DMRT3	8
DMRTA1	4
DMRTA2	37
DMRTB1	28
DMRTC2	7
DMTF1	3
DMTN	1
DMWD	31
DMXL1	10
DMXL2	5
DNA2	9
DNAAF1	32
DNAAF2	28
DNAAF3	8
DNAAF4	14
DNAAF5	14
DNAAF6	7
DNAH1	5
DNAH10	9
DNAH11	7
DNAH12	12
DNAH14	97
DNAH17	18
DNAH2	7
DNAH3	9
DNAH5	5
DNAH6	9
DNAH7	6
DNAH8	14
DNAH9	7
DNAI1	2
DNAI2	7
DNAI3	26
DNAI4	32
DNAJA1	10
DNAJA2	3
DNAJA3	4
DNAJA4	4
DNAJB1	12
DNAJB11	4
DNAJB12	1
DNAJB13	5
DNAJB14	2
DNAJB2	2
DNAJB4	3
DNAJB6	8
DNAJB7	85
DNAJB8	25
DNAJB9	10
DNAJC1	5
DNAJC10	2
DNAJC11	2
DNAJC12	11
DNAJC13	7
DNAJC14	30
DNAJC15	8
DNAJC16	2
DNAJC17	5
DNAJC18	3
DNAJC19	6
DNAJC2	4
DNAJC21	6
DNAJC22	51
DNAJC24	3
DNAJC25	2
DNAJC27	3
DNAJC28	13
DNAJC3	5
DNAJC30	22
DNAJC4	6
DNAJC5	4
DNAJC5B	5
DNAJC5G	15
DNAJC6	10
DNAJC7	2
DNAJC8	2
DNAJC9	3
DNAL1	6
DNAL4	20
DNALI1	0
DNASE1	2
DNASE1L1	21
DNASE1L2	17
DNASE1L3	3
DNASE2	3
DNASE2B	3
DND1	3
DNER	6
DNLZ	9
DNM1	7
DNM1L	4
DNM2	5
DNM3	3
DNMBP	8
DNMT1	20
DNMT3A	2
DNMT3B	3
DNMT3L	12
DNPEP	2
DNPH1	25
DNTT	4
DNTTIP1	4
DNTTIP2	14
DOC2A	4
DOC2B	11
DOCK1	5
DOCK10	6
DOCK11	20
DOCK2	3
DOCK3	4
DOCK4	4
DOCK5	6
DOCK6	7
DOCK7	9
DOCK8	9
DOCK9	6
DOHH	19
DOK1	3
DOK2	6
DOK3	23
DOK4	2
DOK5	5
DOK6	6
DOK7	57
DOLK	11
DOLPP1	1
DONSON	4
DOP1A	7
DOP1B	10
DOT1L	9
DPAGT1	0
DPCD	0
DPEP1	16
DPEP2	16
DPEP3	22
DPF1	1
DPF2	3
DPF3	2
DPH1	4
DPH2	1
DPH3	3
DPH5	1
DPH6	5
DPH7	8
DPM1	11
DPM2	175
DPM3	7
DPP10	6
DPP3	4
DPP4	1
DPP6	13
DPP7	26
DPP8	4
DPP9	9
DPPA2	13
DPPA3	78
DPPA4	13
DPPA5	103
DPRX	218
DPT	1
DPY19L1	19
DPY19L2	12
DPY19L3	1
DPY19L4	5
DPY30	7
DPYD	5
DPYS	11
DPYSL2	2
DPYSL3	7
DPYSL4	6
DPYSL5	3
DQX1	5
DR1	4
DRAM1	4
DRAM2	6
DRAP1	1
DRAXIN	9
DRC1	9
DRC3	5
DRC7	5
DRD1	2
DRD2	1
DRD3	3
DRD4	84
DRD5	41
DRG1	7
DRG2	6
DRGX	1
DROSHA	8
DRP2	4
DSC1	10
DSC2	1
DSC3	3
DSCAM	7
DSCAML1	4
DSCC1	9
DSE	11
DSEL	12
DSG1	19
DSG2	1
DSG3	1
DSG4	34
DSN1	8
DSTN	11
DSTYK	3
DTD1	1
DTD2	5
DTHD1	32
DTL	4
DTNA	25
DTNB	2
DTNBP1	5
DTWD1	6
DTWD2	6
DTX1	17
DTX2	5
DTX3	8
DTX3L	15
DTX4	24
DTYMK	3
DUOX1	24
DUOX2	10
DUOXA1	24
DUS1L	3
DUS2	5
DUS3L	8
DUS4L	3
DUSP1	3
DUSP10	3
DUSP11	39
DUSP12	4
DUSP13	1
DUSP14	4
DUSP15	220
DUSP16	24
DUSP19	3
DUSP2	10
DUSP22	1
DUSP23	15
DUSP26	4
DUSP28	45
DUSP29	20
DUSP3	2
DUSP4	5
DUSP5	2
DUSP6	2
DUSP7	5
DUSP8	70
DUSP9	26
DUT	7
DUXA	81
DUXB	176
DVL1	14
DVL2	1
DVL3	1
DXO	3
DYDC1	6
DYDC2	45
DYM	2
DYNAP	113
DYNC1H1	21
DYNC1I1	5
DYNC1I2	5
DYNC1LI1	5
DYNC1LI2	1
DYNC2H1	12
DYNC2I1	29
DYNC2I2	10
DYNC2LI1	2
DYNLL1	9
DYNLL2	3
DYNLRB1	5
DYNLRB2	2
DYNLT1	4
DYNLT2	12
DYNLT2B	21
DYNLT3	8
DYNLT4	37
DYNLT5	13
DYRK1A	3
DYRK1B	4
DYRK2	7
DYRK3	6
DYRK4	34
DYSF	4
DYTN	16
DZANK1	5
DZIP1	6
DZIP1L	20
DZIP3	8
E2F1	2
E2F2	3
E2F3	3
E2F4	0
E2F5	8
E2F6	5
E2F7	2
E2F8	3
E4F1	2
EAF1	0
EAF2	13
EAPP	11
EARS2	3
EBAG9	4
EBF1	3
EBF2	2
EBF3	3
EBF4	4
EBI3	11
EBLN1	358
EBLN2	353
EBNA1BP2	3
EBP	2
EBPL	21
ECD	6
ECE1	10
ECE2	0
ECEL1	6
ECH1	2
ECHDC1	19
ECHDC2	12
ECHDC3	39
ECHS1	7
ECI1	12
ECI2	8
ECM1	2
ECM2	3
ECPAS	6
ECRG4	6
ECSCR	3
ECSIT	9
ECT2	6
ECT2L	34
EDA	8
EDA2R	97
EDAR	9
EDARADD	6
EDC3	5
EDC4	2
EDDM13	45
EDEM1	4
EDEM2	6
EDEM3	5
EDF1	8
EDIL3	7
EDN1	0
EDN2	0
EDN3	3
EDNRA	5
EDNRB	2
EDRF1	2
EEA1	9
EED	3
EEF1A1	70
EEF1A2	3
EEF1AKMT1	2
EEF1AKMT2	5
EEF1AKMT3	4
EEF1AKMT4	0
EEF1AKNMT	8
EEF1B2	4
EEF1D	27
EEF1E1	9
EEF1G	13
EEF2	11
EEF2K	8
EEF2KMT	7
EEFSEC	10
EEPD1	4
EFCAB1	4
EFCAB10	5
EFCAB11	5
EFCAB12	7
EFCAB13	107
EFCAB14	4
EFCAB2	315
EFCAB3	8
EFCAB5	10
EFCAB6	11
EFCAB7	4
EFCAB8	36
EFCAB9	6
EFCC1	76
EFEMP1	1
EFEMP2	2
EFHB	8
EFHC1	4
EFHC2	28
EFHD1	9
EFHD2	4
EFL1	12
EFNA1	1
EFNA2	23
EFNA3	7
EFNA4	3
EFNA5	3
EFNB1	8
EFNB2	1
EFNB3	5
EFR3A	5
EFR3B	7
EFS	2
EFTUD2	5
EGF	63
EGFL6	15
EGFL7	5
EGFL8	3
EGFLAM	5
EGFR	11
EGLN1	86
EGLN2	5
EGLN3	1
EGR1	4
EGR2	1
EGR3	4
EGR4	8
EHBP1	6
EHD1	4
EHD2	10
EHD3	5
EHD4	4
EHF	3
EHHADH	19
EHMT1	12
EHMT2	8
EI24	12
EID1	20
EID2	97
EID2B	259
EID3	7
EIF1AD	10
EIF1B	2
EIF2A	8
EIF2AK1	7
EIF2AK2	5
EIF2AK3	4
EIF2AK4	7
EIF2B1	1
EIF2B2	1
EIF2B3	8
EIF2B4	1
EIF2B5	1
EIF2D	12
EIF2S1	2
EIF2S2	4
EIF2S3B	370
EIF3A	4
EIF3B	8
EIF3C	7
EIF3CL	5
EIF3D	3
EIF3E	12
EIF3F	11
EIF3G	4
EIF3H	1
EIF3I	12
EIF3J	1
EIF3K	2
EIF3L	4
EIF3M	2
EIF4A1	6
EIF4A2	4
EIF4A3	5
EIF4B	5
EIF4E	3
EIF4E1B	8
EIF4E2	1
EIF4E3	1
EIF4EBP1	6
EIF4EBP2	1
EIF4EBP3	3
EIF4ENIF1	4
EIF4G1	4
EIF4G3	5
EIF4H	3
EIF5	6
EIF5A	9
EIF5A2	1
EIF5B	6
EIF6	6
EIPR1	14
ELAC1	4
ELAC2	6
ELANE	18
ELAPOR1	6
ELAPOR2	5
ELAVL1	4
ELAVL2	4
ELAVL3	8
ELAVL4	4
ELF1	3
ELF2	1
ELF3	8
ELF4	12
ELF5	5
ELFN1	79
ELFN2	27
ELK1	19
ELK3	10
ELK4	8
ELL	4
ELL2	3
ELL3	0
ELMO1	4
ELMO2	4
ELMO3	1
ELMOD1	4
ELMOD2	1
ELMOD3	12
ELN	10
ELOA	6
ELOA2	252
ELOA3	351
ELOA3D	358
ELOB	15
ELOC	14
ELOF1	37
ELOVL1	0
ELOVL2	7
ELOVL3	10
ELOVL4	1
ELOVL5	1
ELOVL6	7
ELOVL7	5
ELP1	20
ELP2	5
ELP3	5
ELP4	9
ELP5	4
ELP6	3
ELSPBP1	110
EMB	7
EMC1	5
EMC10	15
EMC2	2
EMC3	3
EMC4	1
EMC6	4
EMC7	6
EMC8	3
EMC9	3
EMCN	6
EMD	29
EME1	7
EME2	44
EMG1	1
EMID1	4
EMILIN1	17
EMILIN2	17
EMILIN3	13
EML1	4
EML2	7
EML3	4
EML4	4
EML5	4
EML6	8
EMP1	5
EMP2	1
EMP3	3
EMSY	1
EMX1	27
EMX2	31
EN1	87
EN2	40
ENAH	10
ENAM	29
ENC1	2
ENDOD1	12
ENDOG	45
ENDOU	4
ENDOV	5
ENG	3
ENGASE	4
ENHO	2
ENKD1	0
ENKUR	4
ENO1	7
ENO2	1
ENO3	3
ENO4	20
ENOPH1	6
ENOSF1	43
ENOX1	10
ENOX2	20
ENPEP	4
ENPP1	5
ENPP2	2
ENPP3	9
ENPP4	2
ENPP5	5
ENPP6	4
ENPP7	25
ENTHD1	10
ENTPD1	8
ENTPD2	7
ENTPD3	8
ENTPD4	1
ENTPD5	2
ENTPD6	13
ENTPD7	4
ENTPD8	5
ENTR1	9
ENY2	0
EOGT	6
EOMES	2
EP300	16
EP400	6
EPAS1	4
EPB41	34
EPB41L1	5
EPB41L2	3
EPB41L3	2
EPB41L4A	3
EPB41L4B	8
EPB41L5	10
EPB42	4
EPC1	3
EPC2	8
EPCAM	10
EPDR1	2
EPG5	6
EPGN	4
EPHA1	4
EPHA10	3
EPHA2	8
EPHA3	6
EPHA4	20
EPHA5	5
EPHA6	6
EPHA7	3
EPHA8	4
EPHB1	7
EPHB2	1
EPHB3	3
EPHB4	5
EPHB6	5
EPHX1	10
EPHX2	10
EPHX3	6
EPHX4	6
EPM2A	10
EPM2AIP1	9
EPN1	17
EPN2	7
EPN3	2
EPO	4
EPOP	35
EPOR	2
EPPIN	29
EPRS1	6
EPS15	7
EPS15L1	14
EPS8	5
EPS8L1	7
EPS8L2	20
EPS8L3	4
EPSTI1	35
EPX	84
EPYC	2
EQTN	15
ERAL1	9
ERAP1	11
ERAP2	103
ERAS	20
ERBB2	3
ERBB3	2
ERBB4	8
ERBIN	16
ERC1	13
ERC2	5
ERCC1	8
ERCC2	4
ERCC3	3
ERCC4	13
ERCC5	9
ERCC6	1
ERCC6L	41
ERCC6L2	5
ERCC8	10
EREG	0
ERF	21
ERFE	41
ERFL	7
ERG	3
ERG28	1
ERGIC1	3
ERGIC2	3
ERGIC3	5
ERH	6
ERI1	8
ERI2	28
ERI3	4
ERICH1	20
ERICH2	2
ERICH3	32
ERICH4	9
ERICH5	22
ERICH6	6
ERICH6B	17
ERLEC1	6
ERLIN1	2
ERLIN2	0
ERMAP	11
ERMARD	6
ERMN	3
ERMP1	3
ERN1	6
ERN2	2
ERO1A	19
ERO1B	5
ERP27	2
ERP29	5
ERP44	3
ERRFI1	15
ERVFRD-1	337
ERVK3-1	351
ERVMER34-1	325
ERVV-1	356
ERVV-2	358
ERVW-1	360
ESCO1	11
ESCO2	5
ESD	6
ESF1	9
ESM1	3
ESPL1	4
ESPN	25
ESPNL	49
ESR1	3
ESR2	6
ESRP1	4
ESRP2	1
ESRRA	5
ESRRB	3
ESRRG	21
ESS2	3
ESYT1	1
ESYT2	5
ESYT3	5
ETAA1	10
ETF1	6
ETFA	3
ETFB	8
ETFBKMT	8
ETFDH	12
ETFRF1	3
ETHE1	7
ETNK1	8
ETNK2	4
ETNPPL	6
ETS1	3
ETS2	4
ETV1	4
ETV2	12
ETV3	14
ETV3L	38
ETV4	3
ETV5	1
ETV6	3
ETV7	161
EVA1A	7
EVA1B	8
EVA1C	6
EVC	6
EVC2	5
EVI2A	5
EVI2B	6
EVI5	34
EVI5L	7
EVL	7
EVPL	16
EVPLL	27
EVX1	7
EVX2	82
EWSR1	6
EXD1	5
EXD2	1
EXD3	141
EXO1	5
EXO5	9
EXOC1	6
EXOC1L	5
EXOC2	2
EXOC3	7
EXOC3L1	0
EXOC3L2	19
EXOC3L4	12
EXOC4	9
EXOC5	6
EXOC6	6
EXOC6B	11
EXOC7	3
EXOC8	24
EXOG	9
EXOSC1	3
EXOSC10	6
EXOSC2	1
EXOSC3	3
EXOSC4	3
EXOSC5	3
EXOSC6	81
EXOSC7	2
EXOSC8	2
EXOSC9	4
EXT1	2
EXT2	5
EXTL1	3
EXTL2	5
EXTL3	4
EYA1	6
EYA2	3
EYA3	4
EYA4	6
EYS	161
EZH1	2
EZH2	3
EZR	3
F10	11
F11	28
F11R	5
F12	38
F13A1	5
F13B	8
F2	4
F2R	12
F2RL1	9
F2RL2	15
F2RL3	32
F3	3
F7	14
F8	55
F8A1	203
F9	7
FA2H	3
FAAH	1
FAAH2	249
FAAP100	4
FAAP20	163
FAAP24	6
FABP1	10
FABP12	76
FABP2	10
FABP3	1
FABP4	9
FABP5	8
FABP6	19
FABP7	9
FABP9	22
FADD	12
FADS1	2
FADS2	4
FADS3	10
FADS6	19
FAF1	4
FAF2	2
FAH	7
FAHD1	5
FAHD2A	9
FAHD2B	6
FAIM	4
FAIM2	3
FAM102A	3
FAM102B	9
FAM107A	8
FAM107B	5
FAM110A	7
FAM110B	26
FAM110C	52
FAM110D	21
FAM111A	121
FAM111B	153
FAM114A1	6
FAM114A2	5
FAM117A	3
FAM117B	5
FAM118A	7
FAM118B	4
FAM120A	3
FAM120AOS	242
FAM120B	52
FAM120C	25
FAM124A	4
FAM124B	5
FAM126A	4
FAM126B	11
FAM131A	4
FAM131B	4
FAM131C	6
FAM133A	71
FAM133B	5
FAM135A	16
FAM135B	9
FAM136A	246
FAM13A	6
FAM13B	3
FAM13C	2
FAM149A	13
FAM149B1	1
FAM151A	19
FAM151B	7
FAM155A	16
FAM155B	59
FAM156A	190
FAM156B	181
FAM160A1	6
FAM160A2	2
FAM160B1	4
FAM160B2	2
FAM161A	16
FAM161B	4
FAM162A	2
FAM162B	18
FAM163A	11
FAM163B	10
FAM166A	7
FAM166B	19
FAM166C	29
FAM167A	8
FAM167B	3
FAM168A	3
FAM168B	0
FAM169A	6
FAM170A	20
FAM170B	31
FAM171A1	11
FAM171A2	89
FAM171B	11
FAM172A	7
FAM174A	46
FAM174B	79
FAM174C	29
FAM177A1	5
FAM177B	82
FAM178B	16
FAM180A	9
FAM180B	36
FAM181A	6
FAM181B	56
FAM183A	21
FAM184A	3
FAM184B	12
FAM185A	3
FAM186B	37
FAM187A	9
FAM187B	33
FAM189A1	4
FAM189A2	4
FAM189B	6
FAM193A	2
FAM193B	3
FAM199X	9
FAM200A	179
FAM200B	206
FAM204A	2
FAM205C	46
FAM207A	8
FAM209B	10
FAM20A	4
FAM20B	3
FAM20C	7
FAM210A	5
FAM210B	8
FAM214A	11
FAM214B	2
FAM216A	15
FAM216B	28
FAM217A	40
FAM217B	11
FAM219A	0
FAM219B	4
FAM220A	30
FAM221A	9
FAM221B	11
FAM222A	41
FAM222B	10
FAM227A	55
FAM227B	16
FAM228A	89
FAM228B	12
FAM229A	14
FAM229B	7
FAM234A	4
FAM234B	2
FAM237A	3
FAM237B	28
FAM240C	119
FAM241A	6
FAM241B	1
FAM243A	13
FAM243B	17
FAM246A	85
FAM246B	87
FAM25A	6
FAM25C	5
FAM25G	7
FAM32A	8
FAM3A	7
FAM3B	15
FAM3C	3
FAM3D	2
FAM43A	7
FAM43B	48
FAM47E	32
FAM50A	9
FAM50B	130
FAM53A	121
FAM53B	5
FAM53C	7
FAM71A	44
FAM71B	23
FAM71C	145
FAM71D	7
FAM71E1	207
FAM71E2	66
FAM71F1	4
FAM71F2	41
FAM72A	2
FAM72B	2
FAM72C	2
FAM72D	2
FAM76A	6
FAM76B	3
FAM78A	7
FAM78B	3
FAM81A	6
FAM81B	2
FAM83A	11
FAM83B	10
FAM83C	13
FAM83D	7
FAM83E	13
FAM83F	2
FAM83G	17
FAM83H	40
FAM86B1	8
FAM86B2	8
FAM89A	59
FAM89B	24
FAM8A1	55
FAM91A1	9
FAM98A	5
FAM98B	9
FAM98C	8
FAN1	6
FANCA	6
FANCB	19
FANCC	2
FANCD2	14
FANCD2OS	10
FANCE	7
FANCF	31
FANCG	1
FANCI	5
FANCL	6
FANCM	4
FANK1	1
FAP	3
FAR1	6
FAR2	6
FARP1	5
FARP2	7
FARS2	10
FARSA	2
FARSB	7
FAS	7
FASLG	4
FASN	15
FASTK	8
FASTKD1	8
FASTKD2	5
FASTKD3	15
FASTKD5	10
FATE1	51
FAXC	4
FAXDC2	45
FBF1	2
FBH1	4
FBL	1
FBLIM1	11
FBLL1	68
FBLN1	7
FBLN2	11
FBLN5	4
FBLN7	6
FBN1	7
FBN2	5
FBN3	85
FBP1	8
FBP2	11
FBRS	5
FBRSL1	23
FBXL12	15
FBXL13	26
FBXL14	31
FBXL15	6
FBXL16	19
FBXL17	16
FBXL18	28
FBXL19	3
FBXL2	4
FBXL20	9
FBXL22	220
FBXL3	4
FBXL4	3
FBXL5	3
FBXL6	5
FBXL7	6
FBXL8	13
FBXO10	6
FBXO11	2
FBXO15	4
FBXO16	10
FBXO17	38
FBXO2	5
FBXO21	2
FBXO22	7
FBXO24	5
FBXO25	9
FBXO28	3
FBXO3	4
FBXO30	4
FBXO31	7
FBXO32	1
FBXO33	5
FBXO34	17
FBXO36	13
FBXO38	2
FBXO39	5
FBXO4	2
FBXO40	12
FBXO41	8
FBXO42	3
FBXO43	10
FBXO44	34
FBXO45	2
FBXO46	32
FBXO47	3
FBXO48	7
FBXO5	4
FBXO6	1
FBXO7	9
FBXO8	2
FBXO9	5
FBXW10	23
FBXW11	15
FBXW12	176
FBXW2	3
FBXW4	4
FBXW5	20
FBXW7	3
FBXW8	2
FBXW9	30
FCAMR	12
FCAR	97
FCER1A	6
FCER1G	4
FCER2	42
FCF1	4
FCGBP	39
FCGR1A	55
FCGR1B	50
FCGR2B	37
FCGR3A	10
FCGR3B	50
FCGRT	29
FCHO1	5
FCHO2	4
FCHSD1	3
FCHSD2	2
FCMR	8
FCN1	272
FCN3	259
FCRL1	26
FCRL2	216
FCRL3	68
FCRL4	92
FCRL5	40
FCRL6	146
FCRLA	3
FCRLB	11
FCSK	6
FDCSP	35
FDFT1	5
FDPS	4
FDX1	7
FDX2	4
FDXACB1	7
FDXR	1
FECH	2
FEM1A	67
