perm_id	seed	matched_terminal_positive_count	matched_terminal_negative_count	post_ASR_screened_branch_positive_count	post_ASR_screened_branch_negative_count	count_scope_note	n_positive	n_negative	n_tested_genes	n_sig_FDR_0_01	n_slow	n_fast	slow_proportion	slow_proportion_defined	positive_t_all	negative_t_all	notes	permutation_source	public_count_scope
130	20260520	17	251	18	549	matched_terminal_* are fixed sampled terminal labels; post_ASR_screened_branch_* are per-permutation branch-state counts after deterministic ASR and screening; legacy n_positive/n_negative duplicate the post-ASR screened branch counts for backward compatibility.	18	549	17345	8	1	7	0.125	True	6863	10482	Matched-positive eligible-terminal-label permutation followed by deterministic ASR; old BH/FDR while-loop rule.	matched_positive_ttest_FDR_control	terminal_label_matched_positive_count_permutation
131	20260520	17	251	17	550	matched_terminal_* are fixed sampled terminal labels; post_ASR_screened_branch_* are per-permutation branch-state counts after deterministic ASR and screening; legacy n_positive/n_negative duplicate the post-ASR screened branch counts for backward compatibility.	17	550	17304	7	2	5	0.285714285714286	True	9058	8246	Matched-positive eligible-terminal-label permutation followed by deterministic ASR; old BH/FDR while-loop rule.	matched_positive_ttest_FDR_control	terminal_label_matched_positive_count_permutation
132	20260520	17	251	18	549	matched_terminal_* are fixed sampled terminal labels; post_ASR_screened_branch_* are per-permutation branch-state counts after deterministic ASR and screening; legacy n_positive/n_negative duplicate the post-ASR screened branch counts for backward compatibility.	18	549	17348	2	0	2	0.0	True	7419	9929	Matched-positive eligible-terminal-label permutation followed by deterministic ASR; old BH/FDR while-loop rule.	matched_positive_ttest_FDR_control	terminal_label_matched_positive_count_permutation
133	20260520	17	251	20	547	matched_terminal_* are fixed sampled terminal labels; post_ASR_screened_branch_* are per-permutation branch-state counts after deterministic ASR and screening; legacy n_positive/n_negative duplicate the post-ASR screened branch counts for backward compatibility.	20	547	17336	3	0	3	0.0	True	7947	9389	Matched-positive eligible-terminal-label permutation followed by deterministic ASR; old BH/FDR while-loop rule.	matched_positive_ttest_FDR_control	terminal_label_matched_positive_count_permutation
134	20260520	17	251	19	548	matched_terminal_* are fixed sampled terminal labels; post_ASR_screened_branch_* are per-permutation branch-state counts after deterministic ASR and screening; legacy n_positive/n_negative duplicate the post-ASR screened branch counts for backward compatibility.	19	548	17410	37	0	37	0.0	True	6592	10818	Matched-positive eligible-terminal-label permutation followed by deterministic ASR; old BH/FDR while-loop rule.	matched_positive_ttest_FDR_control	terminal_label_matched_positive_count_permutation
135	20260520	17	251	17	550	matched_terminal_* are fixed sampled terminal labels; post_ASR_screened_branch_* are per-permutation branch-state counts after deterministic ASR and screening; legacy n_positive/n_negative duplicate the post-ASR screened branch counts for backward compatibility.	17	550	17312	23	1	22	0.0434782608695652	True	7114	10198	Matched-positive eligible-terminal-label permutation followed by deterministic ASR; old BH/FDR while-loop rule.	matched_positive_ttest_FDR_control	terminal_label_matched_positive_count_permutation
136	20260520	17	251	17	550	matched_terminal_* are fixed sampled terminal labels; post_ASR_screened_branch_* are per-permutation branch-state counts after deterministic ASR and screening; legacy n_positive/n_negative duplicate the post-ASR screened branch counts for backward compatibility.	17	550	17284	7	1	6	0.142857142857143	True	8465	8819	Matched-positive eligible-terminal-label permutation followed by deterministic ASR; old BH/FDR while-loop rule.	matched_positive_ttest_FDR_control	terminal_label_matched_positive_count_permutation
137	20260520	17	251	18	549	matched_terminal_* are fixed sampled terminal labels; post_ASR_screened_branch_* are per-permutation branch-state counts after deterministic ASR and screening; legacy n_positive/n_negative duplicate the post-ASR screened branch counts for backward compatibility.	18	549	17365	20	0	20	0.0	True	5994	11371	Matched-positive eligible-terminal-label permutation followed by deterministic ASR; old BH/FDR while-loop rule.	matched_positive_ttest_FDR_control	terminal_label_matched_positive_count_permutation
138	20260520	17	251	20	547	matched_terminal_* are fixed sampled terminal labels; post_ASR_screened_branch_* are per-permutation branch-state counts after deterministic ASR and screening; legacy n_positive/n_negative duplicate the post-ASR screened branch counts for backward compatibility.	20	547	17364	129	2	127	0.0155038759689922	True	5321	12043	Matched-positive eligible-terminal-label permutation followed by deterministic ASR; old BH/FDR while-loop rule.	matched_positive_ttest_FDR_control	terminal_label_matched_positive_count_permutation
139	20260520	17	251	18	549	matched_terminal_* are fixed sampled terminal labels; post_ASR_screened_branch_* are per-permutation branch-state counts after deterministic ASR and screening; legacy n_positive/n_negative duplicate the post-ASR screened branch counts for backward compatibility.	18	549	17336	10	1	9	0.1	True	5942	11394	Matched-positive eligible-terminal-label permutation followed by deterministic ASR; old BH/FDR while-loop rule.	matched_positive_ttest_FDR_control	terminal_label_matched_positive_count_permutation
140	20260520	17	251	17	550	matched_terminal_* are fixed sampled terminal labels; post_ASR_screened_branch_* are per-permutation branch-state counts after deterministic ASR and screening; legacy n_positive/n_negative duplicate the post-ASR screened branch counts for backward compatibility.	17	550	17277	0	0	0		False	8430	8847	Matched-positive eligible-terminal-label permutation followed by deterministic ASR; old BH/FDR while-loop rule.	matched_positive_ttest_FDR_control	terminal_label_matched_positive_count_permutation
141	20260520	17	251	18	549	matched_terminal_* are fixed sampled terminal labels; post_ASR_screened_branch_* are per-permutation branch-state counts after deterministic ASR and screening; legacy n_positive/n_negative duplicate the post-ASR screened branch counts for backward compatibility.	18	549	17346	35	1	34	0.0285714285714286	True	6425	10921	Matched-positive eligible-terminal-label permutation followed by deterministic ASR; old BH/FDR while-loop rule.	matched_positive_ttest_FDR_control	terminal_label_matched_positive_count_permutation
142	20260520	17	251	17	550	matched_terminal_* are fixed sampled terminal labels; post_ASR_screened_branch_* are per-permutation branch-state counts after deterministic ASR and screening; legacy n_positive/n_negative duplicate the post-ASR screened branch counts for backward compatibility.	17	550	17382	6	0	6	0.0	True	7467	9915	Matched-positive eligible-terminal-label permutation followed by deterministic ASR; old BH/FDR while-loop rule.	matched_positive_ttest_FDR_control	terminal_label_matched_positive_count_permutation
143	20260520	17	251	17	550	matched_terminal_* are fixed sampled terminal labels; post_ASR_screened_branch_* are per-permutation branch-state counts after deterministic ASR and screening; legacy n_positive/n_negative duplicate the post-ASR screened branch counts for backward compatibility.	17	550	17368	4	0	4	0.0	True	7985	9383	Matched-positive eligible-terminal-label permutation followed by deterministic ASR; old BH/FDR while-loop rule.	matched_positive_ttest_FDR_control	terminal_label_matched_positive_count_permutation
144	20260520	17	251	17	550	matched_terminal_* are fixed sampled terminal labels; post_ASR_screened_branch_* are per-permutation branch-state counts after deterministic ASR and screening; legacy n_positive/n_negative duplicate the post-ASR screened branch counts for backward compatibility.	17	550	17343	5	0	5	0.0	True	6924	10419	Matched-positive eligible-terminal-label permutation followed by deterministic ASR; old BH/FDR while-loop rule.	matched_positive_ttest_FDR_control	terminal_label_matched_positive_count_permutation
145	20260520	17	251	17	550	matched_terminal_* are fixed sampled terminal labels; post_ASR_screened_branch_* are per-permutation branch-state counts after deterministic ASR and screening; legacy n_positive/n_negative duplicate the post-ASR screened branch counts for backward compatibility.	17	550	17269	18	0	18	0.0	True	7007	10262	Matched-positive eligible-terminal-label permutation followed by deterministic ASR; old BH/FDR while-loop rule.	matched_positive_ttest_FDR_control	terminal_label_matched_positive_count_permutation
146	20260520	17	251	18	549	matched_terminal_* are fixed sampled terminal labels; post_ASR_screened_branch_* are per-permutation branch-state counts after deterministic ASR and screening; legacy n_positive/n_negative duplicate the post-ASR screened branch counts for backward compatibility.	18	549	17369	36	0	36	0.0	True	6119	11250	Matched-positive eligible-terminal-label permutation followed by deterministic ASR; old BH/FDR while-loop rule.	matched_positive_ttest_FDR_control	terminal_label_matched_positive_count_permutation
147	20260520	17	251	17	550	matched_terminal_* are fixed sampled terminal labels; post_ASR_screened_branch_* are per-permutation branch-state counts after deterministic ASR and screening; legacy n_positive/n_negative duplicate the post-ASR screened branch counts for backward compatibility.	17	550	17265	4	0	4	0.0	True	9002	8263	Matched-positive eligible-terminal-label permutation followed by deterministic ASR; old BH/FDR while-loop rule.	matched_positive_ttest_FDR_control	terminal_label_matched_positive_count_permutation
148	20260520	17	251	17	550	matched_terminal_* are fixed sampled terminal labels; post_ASR_screened_branch_* are per-permutation branch-state counts after deterministic ASR and screening; legacy n_positive/n_negative duplicate the post-ASR screened branch counts for backward compatibility.	17	550	17296	2	0	2	0.0	True	7324	9972	Matched-positive eligible-terminal-label permutation followed by deterministic ASR; old BH/FDR while-loop rule.	matched_positive_ttest_FDR_control	terminal_label_matched_positive_count_permutation
149	20260520	17	251	17	550	matched_terminal_* are fixed sampled terminal labels; post_ASR_screened_branch_* are per-permutation branch-state counts after deterministic ASR and screening; legacy n_positive/n_negative duplicate the post-ASR screened branch counts for backward compatibility.	17	550	17294	9	0	9	0.0	True	6520	10774	Matched-positive eligible-terminal-label permutation followed by deterministic ASR; old BH/FDR while-loop rule.	matched_positive_ttest_FDR_control	terminal_label_matched_positive_count_permutation
150	20260520	17	251	17	550	matched_terminal_* are fixed sampled terminal labels; post_ASR_screened_branch_* are per-permutation branch-state counts after deterministic ASR and screening; legacy n_positive/n_negative duplicate the post-ASR screened branch counts for backward compatibility.	17	550	17342	8	0	8	0.0	True	6516	10826	Matched-positive eligible-terminal-label permutation followed by deterministic ASR; old BH/FDR while-loop rule.	matched_positive_ttest_FDR_control	terminal_label_matched_positive_count_permutation
151	20260520	17	251	17	550	matched_terminal_* are fixed sampled terminal labels; post_ASR_screened_branch_* are per-permutation branch-state counts after deterministic ASR and screening; legacy n_positive/n_negative duplicate the post-ASR screened branch counts for backward compatibility.	17	550	17389	79	1	78	0.0126582278481013	True	5496	11893	Matched-positive eligible-terminal-label permutation followed by deterministic ASR; old BH/FDR while-loop rule.	matched_positive_ttest_FDR_control	terminal_label_matched_positive_count_permutation
152	20260520	17	251	17	550	matched_terminal_* are fixed sampled terminal labels; post_ASR_screened_branch_* are per-permutation branch-state counts after deterministic ASR and screening; legacy n_positive/n_negative duplicate the post-ASR screened branch counts for backward compatibility.	17	550	17271	15	1	14	0.0666666666666667	True	9314	7957	Matched-positive eligible-terminal-label permutation followed by deterministic ASR; old BH/FDR while-loop rule.	matched_positive_ttest_FDR_control	terminal_label_matched_positive_count_permutation
153	20260520	17	251	18	549	matched_terminal_* are fixed sampled terminal labels; post_ASR_screened_branch_* are per-permutation branch-state counts after deterministic ASR and screening; legacy n_positive/n_negative duplicate the post-ASR screened branch counts for backward compatibility.	18	549	17325	3	1	2	0.333333333333333	True	7392	9933	Matched-positive eligible-terminal-label permutation followed by deterministic ASR; old BH/FDR while-loop rule.	matched_positive_ttest_FDR_control	terminal_label_matched_positive_count_permutation
154	20260520	17	251	17	550	matched_terminal_* are fixed sampled terminal labels; post_ASR_screened_branch_* are per-permutation branch-state counts after deterministic ASR and screening; legacy n_positive/n_negative duplicate the post-ASR screened branch counts for backward compatibility.	17	550	17283	1	0	1	0.0	True	5972	11311	Matched-positive eligible-terminal-label permutation followed by deterministic ASR; old BH/FDR while-loop rule.	matched_positive_ttest_FDR_control	terminal_label_matched_positive_count_permutation
155	20260520	17	251	17	550	matched_terminal_* are fixed sampled terminal labels; post_ASR_screened_branch_* are per-permutation branch-state counts after deterministic ASR and screening; legacy n_positive/n_negative duplicate the post-ASR screened branch counts for backward compatibility.	17	550	17252	14	0	14	0.0	True	7356	9896	Matched-positive eligible-terminal-label permutation followed by deterministic ASR; old BH/FDR while-loop rule.	matched_positive_ttest_FDR_control	terminal_label_matched_positive_count_permutation
156	20260520	17	251	17	550	matched_terminal_* are fixed sampled terminal labels; post_ASR_screened_branch_* are per-permutation branch-state counts after deterministic ASR and screening; legacy n_positive/n_negative duplicate the post-ASR screened branch counts for backward compatibility.	17	550	17392	20	0	20	0.0	True	5315	12077	Matched-positive eligible-terminal-label permutation followed by deterministic ASR; old BH/FDR while-loop rule.	matched_positive_ttest_FDR_control	terminal_label_matched_positive_count_permutation
157	20260520	17	251	18	549	matched_terminal_* are fixed sampled terminal labels; post_ASR_screened_branch_* are per-permutation branch-state counts after deterministic ASR and screening; legacy n_positive/n_negative duplicate the post-ASR screened branch counts for backward compatibility.	18	549	17357	22	0	22	0.0	True	6655	10702	Matched-positive eligible-terminal-label permutation followed by deterministic ASR; old BH/FDR while-loop rule.	matched_positive_ttest_FDR_control	terminal_label_matched_positive_count_permutation
158	20260520	17	251	17	550	matched_terminal_* are fixed sampled terminal labels; post_ASR_screened_branch_* are per-permutation branch-state counts after deterministic ASR and screening; legacy n_positive/n_negative duplicate the post-ASR screened branch counts for backward compatibility.	17	550	17358	5	0	5	0.0	True	6595	10763	Matched-positive eligible-terminal-label permutation followed by deterministic ASR; old BH/FDR while-loop rule.	matched_positive_ttest_FDR_control	terminal_label_matched_positive_count_permutation
159	20260520	17	251	17	550	matched_terminal_* are fixed sampled terminal labels; post_ASR_screened_branch_* are per-permutation branch-state counts after deterministic ASR and screening; legacy n_positive/n_negative duplicate the post-ASR screened branch counts for backward compatibility.	17	550	17383	29	1	28	0.0344827586206897	True	6690	10693	Matched-positive eligible-terminal-label permutation followed by deterministic ASR; old BH/FDR while-loop rule.	matched_positive_ttest_FDR_control	terminal_label_matched_positive_count_permutation
160	20260520	17	251	17	550	matched_terminal_* are fixed sampled terminal labels; post_ASR_screened_branch_* are per-permutation branch-state counts after deterministic ASR and screening; legacy n_positive/n_negative duplicate the post-ASR screened branch counts for backward compatibility.	17	550	17339	16	0	16	0.0	True	6788	10551	Matched-positive eligible-terminal-label permutation followed by deterministic ASR; old BH/FDR while-loop rule.	matched_positive_ttest_FDR_control	terminal_label_matched_positive_count_permutation
161	20260520	17	251	17	550	matched_terminal_* are fixed sampled terminal labels; post_ASR_screened_branch_* are per-permutation branch-state counts after deterministic ASR and screening; legacy n_positive/n_negative duplicate the post-ASR screened branch counts for backward compatibility.	17	550	17339	46	1	45	0.0217391304347826	True	5100	12239	Matched-positive eligible-terminal-label permutation followed by deterministic ASR; old BH/FDR while-loop rule.	matched_positive_ttest_FDR_control	terminal_label_matched_positive_count_permutation
162	20260520	17	251	17	550	matched_terminal_* are fixed sampled terminal labels; post_ASR_screened_branch_* are per-permutation branch-state counts after deterministic ASR and screening; legacy n_positive/n_negative duplicate the post-ASR screened branch counts for backward compatibility.	17	550	17374	100	0	100	0.0	True	4959	12415	Matched-positive eligible-terminal-label permutation followed by deterministic ASR; old BH/FDR while-loop rule.	matched_positive_ttest_FDR_control	terminal_label_matched_positive_count_permutation
163	20260520	17	251	18	549	matched_terminal_* are fixed sampled terminal labels; post_ASR_screened_branch_* are per-permutation branch-state counts after deterministic ASR and screening; legacy n_positive/n_negative duplicate the post-ASR screened branch counts for backward compatibility.	18	549	17351	4	0	4	0.0	True	7152	10199	Matched-positive eligible-terminal-label permutation followed by deterministic ASR; old BH/FDR while-loop rule.	matched_positive_ttest_FDR_control	terminal_label_matched_positive_count_permutation
164	20260520	17	251	17	550	matched_terminal_* are fixed sampled terminal labels; post_ASR_screened_branch_* are per-permutation branch-state counts after deterministic ASR and screening; legacy n_positive/n_negative duplicate the post-ASR screened branch counts for backward compatibility.	17	550	17347	7	2	5	0.285714285714286	True	5883	11464	Matched-positive eligible-terminal-label permutation followed by deterministic ASR; old BH/FDR while-loop rule.	matched_positive_ttest_FDR_control	terminal_label_matched_positive_count_permutation
165	20260520	17	251	17	550	matched_terminal_* are fixed sampled terminal labels; post_ASR_screened_branch_* are per-permutation branch-state counts after deterministic ASR and screening; legacy n_positive/n_negative duplicate the post-ASR screened branch counts for backward compatibility.	17	550	17292	5	0	5	0.0	True	8014	9278	Matched-positive eligible-terminal-label permutation followed by deterministic ASR; old BH/FDR while-loop rule.	matched_positive_ttest_FDR_control	terminal_label_matched_positive_count_permutation
166	20260520	17	251	17	550	matched_terminal_* are fixed sampled terminal labels; post_ASR_screened_branch_* are per-permutation branch-state counts after deterministic ASR and screening; legacy n_positive/n_negative duplicate the post-ASR screened branch counts for backward compatibility.	17	550	17354	4	0	4	0.0	True	7018	10336	Matched-positive eligible-terminal-label permutation followed by deterministic ASR; old BH/FDR while-loop rule.	matched_positive_ttest_FDR_control	terminal_label_matched_positive_count_permutation
167	20260520	17	251	17	550	matched_terminal_* are fixed sampled terminal labels; post_ASR_screened_branch_* are per-permutation branch-state counts after deterministic ASR and screening; legacy n_positive/n_negative duplicate the post-ASR screened branch counts for backward compatibility.	17	550	17361	14	0	14	0.0	True	5651	11710	Matched-positive eligible-terminal-label permutation followed by deterministic ASR; old BH/FDR while-loop rule.	matched_positive_ttest_FDR_control	terminal_label_matched_positive_count_permutation
168	20260520	17	251	17	550	matched_terminal_* are fixed sampled terminal labels; post_ASR_screened_branch_* are per-permutation branch-state counts after deterministic ASR and screening; legacy n_positive/n_negative duplicate the post-ASR screened branch counts for backward compatibility.	17	550	17361	20	1	19	0.05	True	6074	11287	Matched-positive eligible-terminal-label permutation followed by deterministic ASR; old BH/FDR while-loop rule.	matched_positive_ttest_FDR_control	terminal_label_matched_positive_count_permutation
169	20260520	17	251	17	550	matched_terminal_* are fixed sampled terminal labels; post_ASR_screened_branch_* are per-permutation branch-state counts after deterministic ASR and screening; legacy n_positive/n_negative duplicate the post-ASR screened branch counts for backward compatibility.	17	550	17344	5	0	5	0.0	True	7734	9610	Matched-positive eligible-terminal-label permutation followed by deterministic ASR; old BH/FDR while-loop rule.	matched_positive_ttest_FDR_control	terminal_label_matched_positive_count_permutation
170	20260520	17	251	18	549	matched_terminal_* are fixed sampled terminal labels; post_ASR_screened_branch_* are per-permutation branch-state counts after deterministic ASR and screening; legacy n_positive/n_negative duplicate the post-ASR screened branch counts for backward compatibility.	18	549	17251	36	1	35	0.0277777777777778	True	6962	10289	Matched-positive eligible-terminal-label permutation followed by deterministic ASR; old BH/FDR while-loop rule.	matched_positive_ttest_FDR_control	terminal_label_matched_positive_count_permutation
171	20260520	17	251	17	550	matched_terminal_* are fixed sampled terminal labels; post_ASR_screened_branch_* are per-permutation branch-state counts after deterministic ASR and screening; legacy n_positive/n_negative duplicate the post-ASR screened branch counts for backward compatibility.	17	550	17271	4	0	4	0.0	True	6080	11191	Matched-positive eligible-terminal-label permutation followed by deterministic ASR; old BH/FDR while-loop rule.	matched_positive_ttest_FDR_control	terminal_label_matched_positive_count_permutation
172	20260520	17	251	17	550	matched_terminal_* are fixed sampled terminal labels; post_ASR_screened_branch_* are per-permutation branch-state counts after deterministic ASR and screening; legacy n_positive/n_negative duplicate the post-ASR screened branch counts for backward compatibility.	17	550	17338	4	1	3	0.25	True	6888	10450	Matched-positive eligible-terminal-label permutation followed by deterministic ASR; old BH/FDR while-loop rule.	matched_positive_ttest_FDR_control	terminal_label_matched_positive_count_permutation
173	20260520	17	251	18	549	matched_terminal_* are fixed sampled terminal labels; post_ASR_screened_branch_* are per-permutation branch-state counts after deterministic ASR and screening; legacy n_positive/n_negative duplicate the post-ASR screened branch counts for backward compatibility.	18	549	17286	10	0	10	0.0	True	6725	10561	Matched-positive eligible-terminal-label permutation followed by deterministic ASR; old BH/FDR while-loop rule.	matched_positive_ttest_FDR_control	terminal_label_matched_positive_count_permutation
174	20260520	17	251	18	549	matched_terminal_* are fixed sampled terminal labels; post_ASR_screened_branch_* are per-permutation branch-state counts after deterministic ASR and screening; legacy n_positive/n_negative duplicate the post-ASR screened branch counts for backward compatibility.	18	549	17321	28	1	27	0.0357142857142857	True	5777	11544	Matched-positive eligible-terminal-label permutation followed by deterministic ASR; old BH/FDR while-loop rule.	matched_positive_ttest_FDR_control	terminal_label_matched_positive_count_permutation
175	20260520	17	251	17	550	matched_terminal_* are fixed sampled terminal labels; post_ASR_screened_branch_* are per-permutation branch-state counts after deterministic ASR and screening; legacy n_positive/n_negative duplicate the post-ASR screened branch counts for backward compatibility.	17	550	17280	11	0	11	0.0	True	6676	10604	Matched-positive eligible-terminal-label permutation followed by deterministic ASR; old BH/FDR while-loop rule.	matched_positive_ttest_FDR_control	terminal_label_matched_positive_count_permutation
176	20260520	17	251	17	550	matched_terminal_* are fixed sampled terminal labels; post_ASR_screened_branch_* are per-permutation branch-state counts after deterministic ASR and screening; legacy n_positive/n_negative duplicate the post-ASR screened branch counts for backward compatibility.	17	550	17293	12	1	11	0.0833333333333333	True	6943	10350	Matched-positive eligible-terminal-label permutation followed by deterministic ASR; old BH/FDR while-loop rule.	matched_positive_ttest_FDR_control	terminal_label_matched_positive_count_permutation
177	20260520	17	251	19	548	matched_terminal_* are fixed sampled terminal labels; post_ASR_screened_branch_* are per-permutation branch-state counts after deterministic ASR and screening; legacy n_positive/n_negative duplicate the post-ASR screened branch counts for backward compatibility.	19	548	17349	10	0	10	0.0	True	7120	10229	Matched-positive eligible-terminal-label permutation followed by deterministic ASR; old BH/FDR while-loop rule.	matched_positive_ttest_FDR_control	terminal_label_matched_positive_count_permutation
178	20260520	17	251	18	549	matched_terminal_* are fixed sampled terminal labels; post_ASR_screened_branch_* are per-permutation branch-state counts after deterministic ASR and screening; legacy n_positive/n_negative duplicate the post-ASR screened branch counts for backward compatibility.	18	549	17311	51	0	51	0.0	True	5370	11941	Matched-positive eligible-terminal-label permutation followed by deterministic ASR; old BH/FDR while-loop rule.	matched_positive_ttest_FDR_control	terminal_label_matched_positive_count_permutation
179	20260520	17	251	17	550	matched_terminal_* are fixed sampled terminal labels; post_ASR_screened_branch_* are per-permutation branch-state counts after deterministic ASR and screening; legacy n_positive/n_negative duplicate the post-ASR screened branch counts for backward compatibility.	17	550	17284	25	1	24	0.04	True	6497	10787	Matched-positive eligible-terminal-label permutation followed by deterministic ASR; old BH/FDR while-loop rule.	matched_positive_ttest_FDR_control	terminal_label_matched_positive_count_permutation
180	20260520	17	251	17	550	matched_terminal_* are fixed sampled terminal labels; post_ASR_screened_branch_* are per-permutation branch-state counts after deterministic ASR and screening; legacy n_positive/n_negative duplicate the post-ASR screened branch counts for backward compatibility.	17	550	17314	49	0	49	0.0	True	5060	12254	Matched-positive eligible-terminal-label permutation followed by deterministic ASR; old BH/FDR while-loop rule.	matched_positive_ttest_FDR_control	terminal_label_matched_positive_count_permutation
181	20260520	17	251	18	549	matched_terminal_* are fixed sampled terminal labels; post_ASR_screened_branch_* are per-permutation branch-state counts after deterministic ASR and screening; legacy n_positive/n_negative duplicate the post-ASR screened branch counts for backward compatibility.	18	549	17362	7	0	7	0.0	True	7964	9398	Matched-positive eligible-terminal-label permutation followed by deterministic ASR; old BH/FDR while-loop rule.	matched_positive_ttest_FDR_control	terminal_label_matched_positive_count_permutation
182	20260520	17	251	17	550	matched_terminal_* are fixed sampled terminal labels; post_ASR_screened_branch_* are per-permutation branch-state counts after deterministic ASR and screening; legacy n_positive/n_negative duplicate the post-ASR screened branch counts for backward compatibility.	17	550	17356	28	0	28	0.0	True	6850	10506	Matched-positive eligible-terminal-label permutation followed by deterministic ASR; old BH/FDR while-loop rule.	matched_positive_ttest_FDR_control	terminal_label_matched_positive_count_permutation
183	20260520	17	251	18	549	matched_terminal_* are fixed sampled terminal labels; post_ASR_screened_branch_* are per-permutation branch-state counts after deterministic ASR and screening; legacy n_positive/n_negative duplicate the post-ASR screened branch counts for backward compatibility.	18	549	17314	12	1	11	0.0833333333333333	True	8698	8616	Matched-positive eligible-terminal-label permutation followed by deterministic ASR; old BH/FDR while-loop rule.	matched_positive_ttest_FDR_control	terminal_label_matched_positive_count_permutation
184	20260520	17	251	17	550	matched_terminal_* are fixed sampled terminal labels; post_ASR_screened_branch_* are per-permutation branch-state counts after deterministic ASR and screening; legacy n_positive/n_negative duplicate the post-ASR screened branch counts for backward compatibility.	17	550	17303	18	0	18	0.0	True	6722	10581	Matched-positive eligible-terminal-label permutation followed by deterministic ASR; old BH/FDR while-loop rule.	matched_positive_ttest_FDR_control	terminal_label_matched_positive_count_permutation
185	20260520	17	251	17	550	matched_terminal_* are fixed sampled terminal labels; post_ASR_screened_branch_* are per-permutation branch-state counts after deterministic ASR and screening; legacy n_positive/n_negative duplicate the post-ASR screened branch counts for backward compatibility.	17	550	17354	2	0	2	0.0	True	8042	9312	Matched-positive eligible-terminal-label permutation followed by deterministic ASR; old BH/FDR while-loop rule.	matched_positive_ttest_FDR_control	terminal_label_matched_positive_count_permutation
186	20260520	17	251	18	549	matched_terminal_* are fixed sampled terminal labels; post_ASR_screened_branch_* are per-permutation branch-state counts after deterministic ASR and screening; legacy n_positive/n_negative duplicate the post-ASR screened branch counts for backward compatibility.	18	549	17342	16	0	16	0.0	True	6679	10663	Matched-positive eligible-terminal-label permutation followed by deterministic ASR; old BH/FDR while-loop rule.	matched_positive_ttest_FDR_control	terminal_label_matched_positive_count_permutation
187	20260520	17	251	17	550	matched_terminal_* are fixed sampled terminal labels; post_ASR_screened_branch_* are per-permutation branch-state counts after deterministic ASR and screening; legacy n_positive/n_negative duplicate the post-ASR screened branch counts for backward compatibility.	17	550	17298	3	0	3	0.0	True	8866	8432	Matched-positive eligible-terminal-label permutation followed by deterministic ASR; old BH/FDR while-loop rule.	matched_positive_ttest_FDR_control	terminal_label_matched_positive_count_permutation
188	20260520	17	251	18	549	matched_terminal_* are fixed sampled terminal labels; post_ASR_screened_branch_* are per-permutation branch-state counts after deterministic ASR and screening; legacy n_positive/n_negative duplicate the post-ASR screened branch counts for backward compatibility.	18	549	17343	23	0	23	0.0	True	6910	10433	Matched-positive eligible-terminal-label permutation followed by deterministic ASR; old BH/FDR while-loop rule.	matched_positive_ttest_FDR_control	terminal_label_matched_positive_count_permutation
189	20260520	17	251	17	550	matched_terminal_* are fixed sampled terminal labels; post_ASR_screened_branch_* are per-permutation branch-state counts after deterministic ASR and screening; legacy n_positive/n_negative duplicate the post-ASR screened branch counts for backward compatibility.	17	550	17264	8	1	7	0.125	True	6224	11040	Matched-positive eligible-terminal-label permutation followed by deterministic ASR; old BH/FDR while-loop rule.	matched_positive_ttest_FDR_control	terminal_label_matched_positive_count_permutation
190	20260520	17	251	17	550	matched_terminal_* are fixed sampled terminal labels; post_ASR_screened_branch_* are per-permutation branch-state counts after deterministic ASR and screening; legacy n_positive/n_negative duplicate the post-ASR screened branch counts for backward compatibility.	17	550	17296	3	0	3	0.0	True	7307	9989	Matched-positive eligible-terminal-label permutation followed by deterministic ASR; old BH/FDR while-loop rule.	matched_positive_ttest_FDR_control	terminal_label_matched_positive_count_permutation
191	20260520	17	251	18	549	matched_terminal_* are fixed sampled terminal labels; post_ASR_screened_branch_* are per-permutation branch-state counts after deterministic ASR and screening; legacy n_positive/n_negative duplicate the post-ASR screened branch counts for backward compatibility.	18	549	17295	40	0	40	0.0	True	6543	10752	Matched-positive eligible-terminal-label permutation followed by deterministic ASR; old BH/FDR while-loop rule.	matched_positive_ttest_FDR_control	terminal_label_matched_positive_count_permutation
192	20260520	17	251	17	550	matched_terminal_* are fixed sampled terminal labels; post_ASR_screened_branch_* are per-permutation branch-state counts after deterministic ASR and screening; legacy n_positive/n_negative duplicate the post-ASR screened branch counts for backward compatibility.	17	550	17347	18	0	18	0.0	True	5131	12216	Matched-positive eligible-terminal-label permutation followed by deterministic ASR; old BH/FDR while-loop rule.	matched_positive_ttest_FDR_control	terminal_label_matched_positive_count_permutation
193	20260520	17	251	18	549	matched_terminal_* are fixed sampled terminal labels; post_ASR_screened_branch_* are per-permutation branch-state counts after deterministic ASR and screening; legacy n_positive/n_negative duplicate the post-ASR screened branch counts for backward compatibility.	18	549	17328	151	0	151	0.0	True	4551	12777	Matched-positive eligible-terminal-label permutation followed by deterministic ASR; old BH/FDR while-loop rule.	matched_positive_ttest_FDR_control	terminal_label_matched_positive_count_permutation
