gene	in_marine_slow	in_aquatic_slow	partition	marine_direction	aquatic_direction	marine_FDR	aquatic_FDR	marine_statistic_if_available	aquatic_statistic_if_available
FZD5	TRUE	TRUE	shared_slow	slow	slow	0.000479381	0.00187609	4.493982	4.072679
G3BP1	TRUE	TRUE	shared_slow	slow	slow	0.00217841	0.00380242	3.947408	3.804109
GABBR2	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00956969		3.410575	3.051247
GABPB2	TRUE	TRUE	shared_slow	slow	slow	0.00240816	0.00277209	3.928023	3.921321
GABRA5	TRUE	TRUE	shared_slow	slow	slow	0.00213301	0.00259339	3.928051	3.911015
GABRE	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00153882		4.062063	3.337586
GABRR3	FALSE	FALSE	shared_fast	fast	fast	0.00162558	0.00270513	-4.157481	-4.003835
GALNT2	TRUE	TRUE	shared_slow	slow	slow	0.00616279	0.00730758	3.587158	3.576629
GALNT4	TRUE	TRUE	shared_slow	slow	slow	0.00189948	0.00183194	3.997595	4.054080
GALNTL5	TRUE	TRUE	shared_slow	slow	slow	0.00090192	0.000676769	4.242855	4.389461
GAPVD1	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00127135		4.163734	2.387942
GATA1	TRUE	TRUE	shared_slow	slow	slow	0.00195431	0.00547982	3.961463	3.675645
GATA2	TRUE	TRUE	shared_slow	slow	slow	0.00685759	0.00594983	3.520008	3.634125
GATA3	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00760819		3.485643	3.352420
GATAD2A	TRUE	TRUE	shared_slow	slow	slow	2.87642e-05	5.80097e-05	5.248928	5.104384
GCKR	FALSE	FALSE	aquatic_fast_only	not_significant	fast		0.00707774	-3.167000	-3.827615
GDF15	TRUE	TRUE	shared_slow	slow	slow	8.86589e-05	0.00146263	4.926687	4.114322
GDF2	TRUE	TRUE	shared_slow	slow	slow	0.00789385	0.00766853	3.485920	3.552895
GDF5	FALSE	FALSE	shared_fast	fast	fast	0.00990242	0.00676034	-3.422504	-3.628254
GET4	FALSE	TRUE	aquatic_only_slow	not_significant	slow		0.00469528	3.153355	3.708239
GFPT2	TRUE	TRUE	shared_slow	slow	slow	0.000716138	0.00242909	4.338649	3.973789
GFRA3	TRUE	TRUE	shared_slow	slow	slow	0.00153478	0.00185663	4.074875	4.055650
GGT1	TRUE	TRUE	shared_slow	slow	slow	1.15808e-05	5.50134e-06	5.414938	5.636485
GGT2	TRUE	TRUE	shared_slow	slow	slow	4.07997e-06	1.62385e-06	5.652664	5.901712
GGTLC1	TRUE	TRUE	shared_slow	slow	slow	2.53035e-05	9.6244e-06	5.223250	5.524104
GGTLC2	TRUE	TRUE	shared_slow	slow	slow	0.00089206	0.00107635	4.190061	4.208544
GGTLC3	TRUE	TRUE	shared_slow	slow	slow	1.59752e-05	6.95846e-06	5.343009	5.605708
GH2	TRUE	FALSE	marine_only_slow	slow	not_significant	2.84206e-05		5.337985	0.936093
GHSR	TRUE	TRUE	shared_slow	slow	slow	0.000284019	0.00289474	4.596828	3.881726
GIPC1	TRUE	TRUE	shared_slow	slow	slow	0.00236857	0.00300415	3.877686	3.846817
GIPR	TRUE	FALSE	marine_only_slow	slow	not_significant	0.0060031		3.595158	3.178976
GJA3	TRUE	TRUE	shared_slow	slow	slow	0.00342341	0.00170582	3.783231	4.068390
GJB4	FALSE	FALSE	shared_fast	fast	fast	0.00131688	0.00163881	-4.236432	-4.199595
GJB5	FALSE	FALSE	shared_fast	fast	fast	0.000290266	0.00198971	-4.687929	-4.078094
GKAP1	TRUE	TRUE	shared_slow	slow	slow	0.0012042	0.000622217	4.152608	4.424723
GLA	TRUE	TRUE	shared_slow	slow	slow	0.00011933	0.000172763	4.912749	4.843212
GLB1L3	TRUE	TRUE	shared_slow	slow	slow	0.00031241	0.000438764	4.515927	4.465846
GLG1	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00380976		3.762540	3.118446
GLYR1	FALSE	TRUE	aquatic_only_slow	not_significant	slow		0.0089082	3.161496	3.484348
GMIP	TRUE	TRUE	shared_slow	slow	slow	3.61037e-05	0.000114928	5.243977	4.960931
GMPPB	TRUE	TRUE	shared_slow	slow	slow	0.00760819	0.00971565	3.482441	3.444224
GNAT1	TRUE	TRUE	shared_slow	slow	slow	0.000141063	0.000330054	4.849403	4.621373
GNG2	TRUE	TRUE	shared_slow	slow	slow	0.00381389	0.00818354	3.753791	3.525132
GNGT1	TRUE	TRUE	shared_slow	slow	slow	9.75264e-05	0.000211932	4.872057	4.698782
GNPDA2	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00777824		3.488135	3.099540
GNRHR	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00674959		3.547659	1.915771
GOLPH3L	TRUE	TRUE	shared_slow	slow	slow	0.00644039	0.00335516	3.551987	3.836845
GPAT3	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00338616		3.806925	2.999510
GPCPD1	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00604007		3.592985	2.770215
GPI	TRUE	FALSE	marine_only_slow	slow	not_significant	0.0076713		3.469534	2.215222
GPR101	TRUE	FALSE	marine_only_slow	slow	not_significant	0.000676535		4.350269	3.397312
GPR21	TRUE	TRUE	shared_slow	slow	slow	3.76108e-05	0.00296163	5.172894	3.880204
GPR52	TRUE	TRUE	shared_slow	slow	slow	0.000549294	0.00950945	4.408927	3.468171
GPR68	FALSE	FALSE	shared_fast	fast	fast	0.00398772	0.00179504	-3.770553	-4.111465
GPRIN1	TRUE	TRUE	shared_slow	slow	slow	0.00038393	0.000477914	4.570759	4.541810
GPRIN3	FALSE	FALSE	shared_fast	fast	fast	0.00278432	0.00203386	-3.915729	-4.075708
GRB10	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00284895		3.844881	3.245732
GSAP	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00928095		3.430585	3.208469
GSDMD	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00407943		3.721877	2.467485
GSG1	FALSE	FALSE	shared_fast	fast	fast	0.00189693	0.00478596	-4.085243	-3.784930
GSTO1	TRUE	TRUE	shared_slow	slow	slow	0.0023538	0.00625124	3.848369	3.586361
GTF2IRD1	TRUE	FALSE	marine_only_slow	slow	not_significant	0.000131912		4.857611	2.998328
GTF2IRD2	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00177659		3.941084	3.399186
GTF2IRD2B	TRUE	TRUE	shared_slow	slow	slow	0.000837189	0.00278979	4.207722	3.876674
GUCD1	TRUE	TRUE	shared_slow	slow	slow	6.20455e-05	0.000116562	5.054161	4.932564
GYPA	TRUE	TRUE	shared_slow	slow	slow	0.000185984	0.00249546	4.656745	3.905846
H1_8	TRUE	TRUE	shared_slow	slow	slow	3.57287e-05	1.05545e-05	5.203389	5.578891
HACD2	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00625703		3.576922	3.208522
HACD3	TRUE	TRUE	shared_slow	slow	slow	2.03787e-06	1.07344e-05	5.950364	5.566064
HAGH	TRUE	TRUE	shared_slow	slow	slow	6.48153e-05	0.000630721	5.032741	4.409305
HAGHL	TRUE	FALSE	marine_only_slow	slow	not_significant	0.000464113		4.394009	3.324636
HAO2	TRUE	TRUE	shared_slow	slow	slow	0.000391769	0.000691886	4.500582	4.380973
HAUS6	TRUE	TRUE	shared_slow	slow	slow	0.0084274	0.00229035	3.454283	3.982972
HAUS8	TRUE	TRUE	shared_slow	slow	slow	0.000245764	0.00287194	4.595243	3.867309
HCFC2	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00357421		3.780184	3.263379
HCLS1	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00869109		3.438617	3.234599
HDAC1	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00407287		3.737781	2.976776
HDAC10	TRUE	TRUE	shared_slow	slow	slow	0.000185984	0.00133039	4.775218	4.183138
HDAC8	TRUE	TRUE	shared_slow	slow	slow	0.00617216	0.00495928	3.556613	3.692091
HDLBP	FALSE	TRUE	aquatic_only_slow	not_significant	slow		0.00649774	3.186946	3.617453
HEATR5B	TRUE	TRUE	shared_slow	slow	slow	0.000344147	0.00265118	4.522316	3.909126
HECW1	FALSE	FALSE	shared_fast	fast	fast	0.000433934	0.00129	-4.518898	-4.209458
HELQ	TRUE	TRUE	shared_slow	slow	slow	1.59027e-07	0.000367284	6.571073	4.586231
HELT	TRUE	TRUE	shared_slow	slow	slow	4.00038e-06	1.95189e-05	5.653922	5.331752
HENMT1	TRUE	TRUE	shared_slow	slow	slow	3.08578e-05	4.01264e-05	5.189527	5.176061
HEPACAM2	TRUE	TRUE	shared_slow	slow	slow	0.000389802	0.000914692	4.506411	4.288220
HEPH	TRUE	TRUE	shared_slow	slow	slow	0.000869981	0.00469701	4.283696	3.752377
HERC2	TRUE	TRUE	shared_slow	slow	slow	0.00304907	0.000511228	3.793647	4.429723
HERC3	FALSE	FALSE	shared_fast	fast	fast	0.000512517	0.0012978	-4.493260	-4.233746
HERC5	FALSE	FALSE	shared_fast	fast	fast	0.00118461	0.00475758	-4.173882	-3.734918
HERPUD2	TRUE	TRUE	shared_slow	slow	slow	0.00138071	0.000521102	4.095118	4.457696
HES4	TRUE	TRUE	shared_slow	slow	slow	0.00153522	0.000487108	4.073413	4.503631
HEXB	TRUE	TRUE	shared_slow	slow	slow	3.24927e-07	0.000404414	6.146641	4.487891
HGFAC	TRUE	TRUE	shared_slow	slow	slow	0.00320793	0.000998517	3.801345	4.244263
HIF3A	TRUE	TRUE	shared_slow	slow	slow	0.00207296	0.00351108	3.997449	3.858432
HIGD1B	FALSE	FALSE	shared_fast	fast	fast	0.00765377	0.00491537	-3.525877	-3.754859
HINT3	TRUE	TRUE	shared_slow	slow	slow	5.19049e-05	0.000102065	5.056437	4.927221
HIRA	TRUE	TRUE	shared_slow	slow	slow	0.00016684	0.000250654	4.757513	4.675870
HIRIP3	TRUE	TRUE	shared_slow	slow	slow	8.4381e-07	5.01041e-05	6.113893	5.125433
HJV	TRUE	TRUE	shared_slow	slow	slow	0.0030569	0.00229154	3.821130	3.963364
HK3	TRUE	TRUE	shared_slow	slow	slow	1.70475e-05	0.000117639	5.455104	4.950299
HLA_DOB	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00273442		3.859560	3.347404
HMCN1	TRUE	TRUE	shared_slow	slow	slow	0.00158472	0.00594983	4.076748	3.658154
HMGA1	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00567193		3.592920	2.453314
HMGN4	TRUE	TRUE	shared_slow	slow	slow	0.000586842	0.000453604	4.325167	4.473814
HNRNPH2	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00600632		3.585583	2.831816
HOXB3	FALSE	FALSE	marine_fast_only	fast	not_significant	0.00760819		-3.534182	-3.301052
HOXD10	FALSE	FALSE	shared_fast	fast	fast	0.00359602	0.0033103	-3.815007	-3.894312
HPRT1	TRUE	TRUE	shared_slow	slow	slow	0.00451063	0.00106141	3.692027	4.238095
HSD17B2	TRUE	TRUE	shared_slow	slow	slow	0.000368671	6.29365e-05	4.546710	5.130050
HSD17B6	TRUE	TRUE	shared_slow	slow	slow	0.0010104	0.00134898	4.177346	4.139981
HSD3B1	TRUE	TRUE	shared_slow	slow	slow	0.00038393	0.00127135	4.407423	4.128175
HSD3B2	TRUE	FALSE	marine_only_slow	slow	not_significant	9.83928e-05		4.828685	3.416644
HSF4	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00840122		3.463412	3.314239
HSPA4	TRUE	TRUE	shared_slow	slow	slow	0.00837497	0.00878732	3.438680	3.478537
HSPB7	TRUE	TRUE	shared_slow	slow	slow	0.000234006	0.000957592	4.591450	4.229997
HUWE1	TRUE	TRUE	shared_slow	slow	slow	3.32877e-05	0.00229154	5.255671	3.986680
IARS1	TRUE	TRUE	shared_slow	slow	slow	3.08578e-05	0.000223284	5.293292	4.750015
ICA1L	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00202342		3.988745	3.221915
ICAM2	TRUE	TRUE	shared_slow	slow	slow	0.00286725	0.00640292	3.784019	3.580954
IDUA	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00828129		3.465423	2.996709
IFNAR2	TRUE	TRUE	shared_slow	slow	slow	0.0023538	0.00369583	3.933523	3.824001
IFNB1	TRUE	TRUE	shared_slow	slow	slow	0.000872273	0.00181637	4.160714	4.009731
IFNG	TRUE	TRUE	shared_slow	slow	slow	0.000316143	3.5043e-05	4.568417	5.254117
IFNGR1	TRUE	TRUE	shared_slow	slow	slow	0.000362935	0.000220431	4.538802	4.745051
IFNGR2	TRUE	TRUE	shared_slow	slow	slow	4.2813e-06	3.29126e-06	5.786570	5.856818
IFT122	FALSE	TRUE	aquatic_only_slow	not_significant	slow		0.00776374	3.148748	3.533403
IGF1R	TRUE	TRUE	shared_slow	slow	slow	0.000216154	0.000675538	4.582446	4.323554
IGHD6_19	TRUE	TRUE	shared_slow	slow	slow	0.000252293	0.000343306	4.679946	4.668772
IGHM	FALSE	FALSE	shared_fast	fast	fast	0.00115195	0.00641142	-4.232507	-3.657925
IGSF22	FALSE	FALSE	shared_fast	fast	fast	0.000167661	0.000125867	-4.866233	-5.018871
IHO1	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00169198		4.053834	3.365491
IKZF2	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00759303		3.496738	2.304919
IL12RB1	TRUE	TRUE	shared_slow	slow	slow	1.41226e-08	2.78147e-07	7.025296	6.369451
IL12RB2	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00630358		3.557557	3.411181
IL13	FALSE	TRUE	aquatic_only_slow	not_significant	slow		0.00689765	2.955955	3.586496
IL18R1	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00775752		3.486159	3.281802
IL1F10	FALSE	FALSE	marine_fast_only	fast	not_significant	0.007667		-3.555926	-3.244490
IL1R1	TRUE	FALSE	marine_only_slow	slow	not_significant	0.0054812		3.630835	2.793489
IL23R	TRUE	TRUE	shared_slow	slow	slow	0.000967819	0.000629975	4.206605	4.404804
IL33	TRUE	TRUE	shared_slow	slow	slow	7.83203e-05	5.80097e-05	4.980880	5.109160
IL36G	FALSE	FALSE	shared_fast	fast	fast	0.000586842	0.00131287	-4.459625	-4.241978
IL3RA	TRUE	TRUE	shared_slow	slow	slow	0.000110139	0.000260776	4.814445	4.632828
IL4R	TRUE	TRUE	shared_slow	slow	slow	0.0006381	0.000249423	4.352593	4.698908
IL5RA	TRUE	TRUE	shared_slow	slow	slow	0.000144653	8.77427e-05	4.784072	4.967066
IL6R	TRUE	TRUE	shared_slow	slow	slow	2.57361e-05	0.000354082	5.288519	4.572797
IL6ST	TRUE	TRUE	shared_slow	slow	slow	0.000241855	0.000866658	4.655989	4.297837
ILDR2	FALSE	TRUE	aquatic_only_slow	not_significant	slow		0.0054109	3.266944	3.661684
ILKAP	TRUE	TRUE	shared_slow	slow	slow	0.000156823	0.000104236	4.773421	4.950596
IMPDH2	TRUE	TRUE	shared_slow	slow	slow	0.000339276	0.000954104	4.558372	4.277799
INKA1	TRUE	TRUE	shared_slow	slow	slow	0.000185569	0.000116562	4.780753	4.954188
INPP1	TRUE	FALSE	marine_only_slow	slow	not_significant	0.000447641		4.451904	3.087422
INTS3	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00414467		3.706472	2.082499
INVS	TRUE	TRUE	shared_slow	slow	slow	9.61919e-05	0.000179583	4.973994	4.822890
IP6K1	TRUE	TRUE	shared_slow	slow	slow	0.000208492	0.0016445	4.735420	4.111024
IPO11	TRUE	TRUE	shared_slow	slow	slow	0.00303036	0.00447008	3.861742	3.770043
IPO8	TRUE	TRUE	shared_slow	slow	slow	4.15762e-05	0.00589617	5.179771	3.656503
IQGAP1	TRUE	TRUE	shared_slow	slow	slow	0.00304746	0.00437767	3.808876	3.735532
IQUB	TRUE	TRUE	shared_slow	slow	slow	1.5158e-05	1.51373e-05	5.480816	5.519235
IRF1	TRUE	TRUE	shared_slow	slow	slow	0.000391769	0.00806787	4.519931	3.532565
IRF3	TRUE	TRUE	shared_slow	slow	slow	0.00674959	0.0031277	3.541552	3.868394
IRS4	TRUE	FALSE	marine_only_slow	slow	not_significant	0.000808375		4.334172	3.209265
ISYNA1	TRUE	TRUE	shared_slow	slow	slow	1.44385e-05	9.85648e-05	5.504157	5.000488
ITFG1	TRUE	FALSE	marine_only_slow	slow	not_significant	0.007667		3.487827	2.693467
ITGA1	TRUE	TRUE	shared_slow	slow	slow	0.00159388	0.000852052	4.018295	4.278597
ITGA2B	TRUE	TRUE	shared_slow	slow	slow	0.00241731	0.00126728	3.930116	4.200440
ITGB8	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00821659		3.479678	3.195755
IZUMO1	TRUE	TRUE	shared_slow	slow	slow	6.93625e-07	0.000223284	5.996520	4.657319
JADE3	TRUE	TRUE	shared_slow	slow	slow	0.000910413	0.000898232	4.247160	4.305329
JAK2	TRUE	TRUE	shared_slow	slow	slow	0.000209206	0.000576444	4.675845	4.414663
JAK3	TRUE	TRUE	shared_slow	slow	slow	0.000580211	0.00449798	4.399130	3.761187
KCNIP2	TRUE	TRUE	shared_slow	slow	slow	0.000391769	0.00128867	4.519523	4.193441
KCNJ1	FALSE	FALSE	marine_fast_only	fast	not_significant	0.00618407		-3.612807	-3.294070
KCNK18	FALSE	FALSE	shared_fast	fast	fast	0.00375458	0.00892694	-3.948330	-3.593536
KCNRG	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00812417		3.467974	3.068730
KCNV1	TRUE	TRUE	shared_slow	slow	slow	0.0032312	0.000804369	3.827273	4.356308
KCTD18	TRUE	TRUE	shared_slow	slow	slow	0.00016026	0.00746478	4.762036	3.544290
KDF1	TRUE	TRUE	shared_slow	slow	slow	0.00200951	0.00315762	3.986517	3.871786
KDM1A	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00208829		3.966799	1.751390
KDM3B	TRUE	TRUE	shared_slow	slow	slow	1.17218e-07	1.36286e-05	6.475337	5.445821
KDM4B	TRUE	TRUE	shared_slow	slow	slow	5.26695e-06	0.000106078	5.731333	4.958793
KDM5C	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00252312		3.863445	3.198345
KEAP1	FALSE	TRUE	aquatic_only_slow	not_significant	slow		0.00243492	3.300042	3.971680
KEL	TRUE	TRUE	shared_slow	slow	slow	0.000399709	9.51222e-05	4.519455	5.016006
KHDC4	TRUE	FALSE	marine_only_slow	slow	not_significant	0.0083556		3.452625	2.385199
KIAA0586	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00879767		3.453366	3.107638
KIAA1191	TRUE	TRUE	shared_slow	slow	slow	0.00019288	9.0689e-05	4.772046	5.036796
KIAA1671	FALSE	TRUE	aquatic_only_slow	not_significant	slow		0.00345283	3.268130	3.842258
KIF18A	TRUE	TRUE	shared_slow	slow	slow	0.000137563	0.00378703	4.893491	3.829750
KIF1B	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00303839		3.855391	2.838859
KIF20A	TRUE	TRUE	shared_slow	slow	slow	0.000196331	0.00228566	4.763445	3.998234
KIF21A	TRUE	TRUE	shared_slow	slow	slow	0.00132699	0.0016138	4.134894	4.120126
KIF22	TRUE	TRUE	shared_slow	slow	slow	0.000272293	0.00336082	4.586913	3.828413
KIF2A	TRUE	TRUE	shared_slow	slow	slow	0.00502074	0.00995384	3.638634	3.432521
KIF4A	TRUE	TRUE	shared_slow	slow	slow	0.000106661	0.000158719	4.894408	4.816838
KIFAP3	TRUE	TRUE	shared_slow	slow	slow	3.68509e-06	0.000829103	5.798191	4.314436
KISS1R	TRUE	TRUE	shared_slow	slow	slow	0.00018258	0.00998552	4.640527	3.409428
KIT	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00760819		3.495002	3.135881
KL	FALSE	TRUE	aquatic_only_slow	not_significant	slow		0.00400618	3.318283	3.789821
KLF10	TRUE	TRUE	shared_slow	slow	slow	0.00011463	0.000132174	4.902687	4.891611
KLF11	TRUE	TRUE	shared_slow	slow	slow	0.000249704	0.000281227	4.619301	4.627011
KLF18	TRUE	TRUE	shared_slow	slow	slow	8.67689e-05	8.37804e-06	5.350912	5.845462
KLHDC2	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00118461		4.119232	3.194695
KLHL10	FALSE	FALSE	marine_fast_only	fast	not_significant	0.00676382		-3.575542	-3.428070
KLHL20	TRUE	TRUE	shared_slow	slow	slow	0.00115195	0.00247069	4.155172	3.946314
KLHL26	TRUE	TRUE	shared_slow	slow	slow	0.000654382	0.00209632	4.350476	4.013565
KLHL28	TRUE	TRUE	shared_slow	slow	slow	0.000697916	0.000315923	4.343756	4.641322
KLK7	FALSE	FALSE	shared_fast	fast	fast	0.00345304	0.00653512	-3.849042	-3.660872
KMO	TRUE	TRUE	shared_slow	slow	slow	0.00616482	0.00469701	3.587478	3.739457
KMT5C	TRUE	TRUE	shared_slow	slow	slow	0.00347245	0.00934756	3.747936	3.442778
KPNA2	TRUE	TRUE	shared_slow	slow	slow	0.000313907	0.00193213	4.529200	4.008371
KPNA7	TRUE	TRUE	shared_slow	slow	slow	0.00010754	5.95975e-05	4.904809	5.108177
KRT13	FALSE	FALSE	shared_fast	fast	fast	0.00038393	0.000246278	-4.586615	-4.780838
KRT14	FALSE	FALSE	shared_fast	fast	fast	0.000624951	0.000379458	-4.433057	-4.650477
KRT15	FALSE	FALSE	shared_fast	fast	fast	4.82672e-05	5.24938e-05	-5.254892	-5.268656
KRT17	FALSE	FALSE	shared_fast	fast	fast	1.15088e-06	1.54396e-06	-6.293290	-6.202781
KRT4	FALSE	FALSE	shared_fast	fast	fast	0.00370936	0.00275486	-3.797532	-3.956933
KRT5	FALSE	FALSE	shared_fast	fast	fast	0.00679184	0.00577901	-3.557398	-3.685209
KRT73	FALSE	FALSE	shared_fast	fast	fast	0.00717852	0.00903693	-3.632129	-3.576106
KRT80	FALSE	FALSE	shared_fast	fast	fast	1.04974e-05	1.89352e-05	-5.731092	-5.591950
KRT84	FALSE	FALSE	shared_fast	fast	fast	0.00132448	0.00401203	-4.260081	-3.877315
KRTAP10_10	FALSE	TRUE	aquatic_only_slow	not_significant	slow		0.00743127		3.702787
KRTDAP	FALSE	FALSE	shared_fast	fast	fast	2.26801e-05	0.000116254	-5.478608	-5.034917
LAMB2	TRUE	TRUE	shared_slow	slow	slow	7.57491e-05	4.93137e-05	5.043444	5.203878
LAMP2	TRUE	FALSE	marine_only_slow	slow	not_significant	0.0055421		3.632600	3.273381
LAMTOR2	TRUE	TRUE	shared_slow	slow	slow	2.41625e-06	3.48373e-05	5.748219	5.177250
LARP4	TRUE	TRUE	shared_slow	slow	slow	0.00102039	0.000923677	4.204447	4.293868
LARP7	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00487954		3.679147	2.713435
LBX2	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00179441		4.021338	3.017199
LCA5L	TRUE	TRUE	shared_slow	slow	slow	0.00392674	0.00450195	3.738564	3.743684
LCT	TRUE	TRUE	shared_slow	slow	slow	0.00313694	0.00302347	3.811032	3.867606
LDAH	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00973238		3.393166	3.192740
LDOC1	TRUE	TRUE	shared_slow	slow	slow	0.00256112	0.00686744	3.857648	3.563106
LEPR	TRUE	TRUE	shared_slow	slow	slow	0.00199077	0.006154	4.000964	3.648797
LGALS9B	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00713549		3.462813	3.300212
LGI3	TRUE	TRUE	shared_slow	slow	slow	0.000845626	0.00339058	4.278433	3.853586
LGR5	TRUE	TRUE	shared_slow	slow	slow	8.43399e-05	0.000243817	4.956984	4.681596
LHB	TRUE	TRUE	shared_slow	slow	slow	0.000625776	0.000864466	4.304258	4.267234
LHX9	TRUE	TRUE	shared_slow	slow	slow	0.00134329	0.00183194	4.066464	4.019140
LIMD1	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00550203		3.631254	2.205635
LIN9	TRUE	FALSE	marine_only_slow	slow	not_significant	0.0016659		4.029893	3.023588
LINS1	TRUE	TRUE	shared_slow	slow	slow	0.00146211	0.00210613	4.124646	4.041461
LIPI	TRUE	TRUE	shared_slow	slow	slow	0.000285643	0.00112326	4.623806	4.230200
LIX1	TRUE	TRUE	shared_slow	slow	slow	0.000625776	0.00391626	4.358455	3.803483
LL0XNC01_30I4	TRUE	TRUE	shared_slow	slow	slow	0.0010849	0.00090256	4.138105	4.324989
LLGL1	FALSE	FALSE	shared_fast	fast	fast	0.00366632	0.00322536	-3.788173	-3.882893
LMAN1	FALSE	TRUE	aquatic_only_slow	not_significant	slow		0.00927251	3.302671	3.478541
LMBR1	TRUE	TRUE	shared_slow	slow	slow	6.44248e-07	1.21822e-06	6.155545	6.012947
LMF1	TRUE	TRUE	shared_slow	slow	slow	4.36704e-05	0.000101628	5.131878	4.947753
LNPEP	TRUE	TRUE	shared_slow	slow	slow	0.00371453	0.00152131	3.756945	4.109802
LPAR4	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00642		3.571670	3.270111
LRAT	TRUE	TRUE	shared_slow	slow	slow	0.00208278	0.00829412	3.981127	3.528187
LRCH3	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00778332		3.494838	3.287052
LRG1	TRUE	TRUE	shared_slow	slow	slow	0.000978888	0.000711729	4.229510	4.389569
LRGUK	FALSE	FALSE	marine_fast_only	fast	not_significant	0.00487804		-3.706639	-3.304362
LRIF1	TRUE	TRUE	shared_slow	slow	slow	2.79965e-05	0.00178893	5.291032	4.078853
LRP2	TRUE	TRUE	shared_slow	slow	slow	1.64164e-08	4.93137e-05	6.972070	5.147647
LRPPRC	TRUE	TRUE	shared_slow	slow	slow	1.06266e-05	3.79706e-06	5.560882	5.807198
LRRC15	FALSE	FALSE	shared_fast	fast	fast	0.0054601	0.00374803	-3.661427	-3.855528
LRRC3C	FALSE	FALSE	shared_fast	fast	fast	0.00725946	0.00485626	-3.545552	-3.757930
LRRC45	TRUE	FALSE	marine_only_slow	slow	not_significant	0.000562537		4.348431	2.901132
LRRC63	TRUE	TRUE	shared_slow	slow	slow	4.15773e-08	2.16498e-09	6.820761	7.391848
LRRCC1	FALSE	TRUE	aquatic_only_slow	not_significant	slow		0.00645063	3.014884	3.604380
LRRIQ1	TRUE	TRUE	shared_slow	slow	slow	6.81059e-05	0.00110863	5.080389	4.249622
LRRK1	TRUE	TRUE	shared_slow	slow	slow	3.54937e-05	8.05236e-05	5.266635	5.073848
LRRK2	TRUE	TRUE	shared_slow	slow	slow	0.000313768	0.00152131	4.610994	4.138398
LRRN2	TRUE	FALSE	marine_only_slow	slow	not_significant	0.000837189		4.298368	3.310730
LRRN4	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00981588		3.414223	2.208098
LTA	TRUE	TRUE	shared_slow	slow	slow	0.000500103	0.00469417	4.393636	3.713589
LTBP3	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00695442		3.527775	2.503815
LUZP1	TRUE	TRUE	shared_slow	slow	slow	2.36258e-05	0.0016884	5.347358	4.095885
LUZP4	FALSE	FALSE	shared_fast	fast	fast	0.00819011	0.00787008	-3.534365	-3.593279
LVRN	TRUE	TRUE	shared_slow	slow	slow	0.000346581	0.00673888	4.538665	3.593266
LY6E	TRUE	FALSE	marine_only_slow	slow	not_significant	2.62373e-05		5.617505	3.338577
LY9	TRUE	FALSE	marine_only_slow	slow	not_significant	0.00965258		3.369124	3.337841
LYPD1	FALSE	FALSE	marine_fast_only	fast	not_significant	0.0095506		-3.443992	-3.392229
LYSMD4	TRUE	TRUE	shared_slow	slow	slow	2.65561e-05	0.000203421	5.275918	4.743474
