species_id	common_name_paper	sampled_scientific_name	score_foraging_medium_0_3	score_locomotion_escape_0_3	score_reproduction_nursery_0_3	score_morphophysiology_0_5	score_time_budget_0_4	aquaticity_score_sum_0_18	comments_ty_nk	aquatic_v2_status	score_status	score_confidence	aquaticity_reason	aquaticity_citation_or_url	trait_marine_binary	marine_trait_state	marine_membership_source	score_source	aquatic_trait_source	aquatic_scoring_scheme	aquatic_score_range
Dicerorhinus_sumatrensis_sumatrensis	Sumatran rhinoceros	Dicerorhinus sumatrensis sumatrensis	1	1	0	0	1	3			clear_terrestrial_zero	High	Fallback ADW account Dicerorhinus_sumatrensis describes Sumatran rhinoceros with wetlands (swamp), habitat regions (tropical), supporting water-associated terrestrial use rather than unequivocal aquatic dependence.	https://animaldiversity.org/accounts/Dicerorhinus_sumatrensis/	0	non-marine	not_listed	original_aquatic_table	TY_NK_final_18pt	3+3+3+5+4	0-18
Diceros_bicornis	Black rhinoceros	Diceros bicornis	0	0	0	0	0	0			clear_terrestrial_zero	High	ADW describes black rhinoceros with habitat regions (temperate, tropical, terrestrial), habitat text states 'Black rhinoceroses live in various habitats that range from deserts to grasslands, both tropical and subtropical', supporting terrestrial habitat association.	https://animaldiversity.org/accounts/Diceros_bicornis/	0	non-marine	not_listed	original_aquatic_table	TY_NK_final_18pt	3+3+3+5+4	0-18
Dinomys_branickii	Pacarana	Dinomys branickii	0	0	0	0	0	0			clear_terrestrial_zero	High	ADW describes pacarana with habitat text states 'Pacaranas inhabit the slopes and valleys of rainforests in the Andes mountains', providing limited ecology evidence, so final coding requires manual review.	https://animaldiversity.org/accounts/Dinomys_branickii/	0	non-marine	not_listed	original_aquatic_table	TY_NK_final_18pt	3+3+3+5+4	0-18
Dipodomys_ordii	Ord's kangaroo rat	Dipodomys ordii	0	0	0	0	0	0			clear_terrestrial_zero	High	ADW describes Ord's kangaroo rat with other habitat features (agricultural), habitat regions (temperate, terrestrial), supporting terrestrial habitat association.	https://animaldiversity.org/accounts/Dipodomys_ordii/	0	non-marine	not_listed	original_aquatic_table	TY_NK_final_18pt	3+3+3+5+4	0-18
Dolichotis_patagonum	Patagonian cavy	Dolichotis patagonum	0	0	0	0	0	0			clear_terrestrial_zero	High	ADW describes Patagonian mara with other habitat features (agricultural), habitat regions (temperate, terrestrial), supporting terrestrial habitat association.	https://animaldiversity.org/accounts/Dolichotis_patagonum/	0	non-marine	not_listed	original_aquatic_table	TY_NK_final_18pt	3+3+3+5+4	0-18
Echinops_telfairi	Small Madagascar hedgehog	Echinops telfairi	0	0	0	0	0	0			manual_curated_terrestrial	High	Manual curator check: lesser hedgehog tenrec is a clearly terrestrial/non-aquatic mammal; scored zero across all aquaticity dimensions.	https://en.wikipedia.org/wiki/Lesser_hedgehog_tenrec	0	non-marine	not_listed	original_aquatic_table	TY_NK_final_18pt	3+3+3+5+4	0-18
Eidolon_dupreanum	Malagasy straw-colored fruit bat	Eidolon dupreanum	0	0	0	0	0	0			manual_curated_terrestrial	High	Manual curator check: Madagascan fruit bat is volant/terrestrial-roosting and non-aquatic; scored zero across all aquaticity dimensions.	https://en.wikipedia.org/wiki/Madagascan_fruit_bat	0	non-marine	not_listed	original_aquatic_table	TY_NK_final_18pt	3+3+3+5+4	0-18
Elephantulus_edwardii	Cape elephant shrew	Elephantulus edwardii	0	0	0	0	0	0			clear_terrestrial_zero	High	Fallback ADW account Elephantulus describes elephant-shrews with habitat regions (temperate, tropical, terrestrial), habitat text states 'Species in the genus Elephantulus inhabit a wide range of land cover types, including arid deserts, semi-arid grasslands, tropical and subtropical forests, and mediterranean areas', supporting terrestrial habitat association. Evidence is a higher taxon proxy low confidence.	https://animaldiversity.org/accounts/Elephantulus/	0	non-marine	not_listed	original_aquatic_table	TY_NK_final_18pt	3+3+3+5+4	0-18
Eptesicus_fuscus	Big brown bat	Eptesicus fuscus	0	0	0	0	0	0			clear_terrestrial_zero	High	ADW describes big brown bat with habitat regions (temperate), habitat text states 'The big brown bat inhabits cities, towns, and rural areas, but is least commonly found in heavily forested regions (Kurta 1995)', providing limited ecology evidence, so final coding requires manual review.	https://animaldiversity.org/accounts/Eptesicus_fuscus/	0	non-marine	not_listed	original_aquatic_table	TY_NK_final_18pt	3+3+3+5+4	0-18
Equus_burchellii_boehmi	Burchell's zebra	Equus burchellii boehmi	0	0	0	0	0	0			clear_terrestrial_zero	High	Fallback ADW account Equus_burchellii describes Burchell's zebra with habitat regions (tropical, terrestrial), habitat text states 'Burchell窶冱 zebras roam the open savannas of southeastern Africa', supporting terrestrial habitat association.	https://animaldiversity.org/accounts/Equus_burchellii/	0	non-marine	not_listed	original_aquatic_table	TY_NK_final_18pt	3+3+3+5+4	0-18
Equus_zebra	Mountain zebra	Equus zebra	0	0	0	0	0	0			clear_terrestrial_zero	High	ADW describes mountain zebra with habitat regions (temperate, terrestrial), habitat text states 'Mountain zebras inhabit slopes and plateaus in mountainous areas of South Africa and Namibia (South West Africa)', supporting terrestrial habitat association.	https://animaldiversity.org/accounts/Equus_zebra/	0	non-marine	not_listed	original_aquatic_table	TY_NK_final_18pt	3+3+3+5+4	0-18
Erethizon_dorsatum	North American porcupine	Erethizon dorsatum	0	0	0	0	0	0			clear_terrestrial_zero	High	ADW describes North American porcupine with habitat regions (temperate, polar, terrestrial), habitat text states 'Erethizon dorsatum uses a broad variety of habitats', supporting terrestrial habitat association.	https://animaldiversity.org/accounts/Erethizon_dorsatum/	0	non-marine	not_listed	original_aquatic_table	TY_NK_final_18pt	3+3+3+5+4	0-18
Erythrocebus_patas	Red guenon	Erythrocebus patas	0	0	0	0	0	0			clear_terrestrial_zero	High	ADW describes patas monkey with other habitat features (riparian), habitat regions (tropical, terrestrial), supporting water-associated terrestrial use rather than aquatic dependence.	https://animaldiversity.org/accounts/Erythrocebus_patas/	0	non-marine	not_listed	original_aquatic_table	TY_NK_final_18pt	3+3+3+5+4	0-18
Eudorcas_thomsonii	Thomson's gazelle	Eudorcas thomsonii	0	0	0	0	0	0			clear_terrestrial_zero	High	ADW describes Thomson's gazelle with other habitat features (agricultural), habitat regions (tropical, terrestrial), supporting terrestrial habitat association.	https://animaldiversity.org/accounts/Eudorcas_thomsonii/	0	non-marine	not_listed	original_aquatic_table	TY_NK_final_18pt	3+3+3+5+4	0-18
Eulemur_flavifrons	Sclater's lemur	Eulemur flavifrons	0	0	0	0	0	0			clear_terrestrial_zero	High	Fallback ADW account Eulemur_macaco describes black lemur with other habitat features (agricultural, riparian), habitat regions (tropical, terrestrial), supporting water-associated terrestrial use rather than aquatic dependence. Evidence is a congeneric proxy review required.	https://animaldiversity.org/accounts/Eulemur_macaco/	0	non-marine	not_listed	original_aquatic_table	TY_NK_final_18pt	3+3+3+5+4	0-18
Felis_nigripes	Black-footed cat	Felis nigripes	0	0	0	0	0	0			clear_terrestrial_zero	High	ADW describes black-footed cat with habitat regions (temperate, tropical, terrestrial), habitat text states 'Black-footed cats inhabit dry grasslands, savannas, and deserts of southern Africa', supporting terrestrial habitat association.	https://animaldiversity.org/accounts/Felis_nigripes/	0	non-marine	not_listed	original_aquatic_table	TY_NK_final_18pt	3+3+3+5+4	0-18
Galeopterus_variegatus	Sunda flying lemur	Galeopterus variegatus	0	0	0	0	0	0			clear_terrestrial_zero	High	Fallback ADW account Galeopterus_variegates describes Sunda flying lemur with other habitat features (agricultural), habitat regions (tropical), providing limited ecology evidence, so final coding requires manual review. Evidence is a congeneric proxy review required.	https://animaldiversity.org/accounts/Galeopterus_variegates/	0	non-marine	not_listed	original_aquatic_table	TY_NK_final_18pt	3+3+3+5+4	0-18
Giraffa_camelopardalis	Giraffe	Giraffa camelopardalis	0	0	0	0	0	0			clear_terrestrial_zero	High	ADW describes giraffe with habitat regions (tropical, terrestrial), habitat text states 'Giraffes inhabits arid, dry land', supporting terrestrial habitat association.	https://animaldiversity.org/accounts/Giraffa_camelopardalis/	0	non-marine	not_listed	original_aquatic_table	TY_NK_final_18pt	3+3+3+5+4	0-18
Giraffa_tippelskirchi	Masai giraffe	Giraffa tippelskirchi	0	0	0	0	0	0			clear_terrestrial_zero	High	Fallback ADW account Giraffa_camelopardalis describes giraffe with habitat regions (tropical, terrestrial), habitat text states 'Giraffes inhabits arid, dry land', supporting terrestrial habitat association. Evidence is a congeneric proxy review required.	https://animaldiversity.org/accounts/Giraffa_camelopardalis/	0	non-marine	not_listed	original_aquatic_table	TY_NK_final_18pt	3+3+3+5+4	0-18
Glis_glis	Fat dormouse	Glis glis	0	0	0	0	0	0			clear_terrestrial_zero	High	ADW describes fat dormouse with other habitat features (urban, suburban), habitat regions (temperate, terrestrial), supporting terrestrial habitat association.	https://animaldiversity.org/accounts/Glis_glis/	0	non-marine	not_listed	original_aquatic_table	TY_NK_final_18pt	3+3+3+5+4	0-18
Gorilla_gorilla_gorilla	Western lowland gorilla	Gorilla gorilla gorilla	0	0	0	0	0	0			manual_curated_terrestrial	High	Manual curator check: western lowland gorilla is a clearly terrestrial/arboreal primate and non-aquatic; scored zero across all aquaticity dimensions.	https://animaldiversity.org/accounts/Gorilla_gorilla/	0	non-marine	not_listed	original_aquatic_table	TY_NK_final_18pt	3+3+3+5+4	0-18
Grammomys_surdaster	Grammomys surdaster	Grammomys surdaster	0	0	0	0	0	0			manual_curated_terrestrial	High	Manual curator check: woodland thicket rat is a clearly terrestrial/non-aquatic rodent; scored zero across all aquaticity dimensions.	https://en.wikipedia.org/wiki/Grammomys	0	non-marine	not_listed	original_aquatic_table	TY_NK_final_18pt	3+3+3+5+4	0-18
Homo_sapiens	Human	Homo sapiens	0	0	0	0	0	0			clear_terrestrial_zero	High	ADW describes human with wetlands (marsh, swamp), other habitat features (urban, suburban, agricultural, riparian, estuarine, intertidal or littoral, caves), habitat regions (temperate, tropical, polar, terrestrial), supporting mixed freshwater and marine/coastal habitat use.	https://animaldiversity.org/accounts/Homo_sapiens/	0	non-marine	not_listed	original_aquatic_table	TY_NK_final_18pt	3+3+3+5+4	0-18
Helarctos_malayanus	Malayan sun bear	Helarctos malayanus	0	0	0	0	0	0			clear_terrestrial_zero	High	ADW describes sun bear with habitat regions (tropical, terrestrial), habitat text states 'Sun bears are found in dense lowland tropical forests', supporting terrestrial habitat association.	https://animaldiversity.org/accounts/Helarctos_malayanus/	0	non-marine	not_listed	original_aquatic_table	TY_NK_final_18pt	3+3+3+5+4	0-18
Helogale_parvula	Dwarf mongoose	Helogale parvula	0	0	0	0	0	0			clear_terrestrial_zero	High	ADW describes dwarf mongoose with habitat text states 'These animals inhabit savanah, woodlands, brush country and mountain scrub', providing limited ecology evidence, so final coding requires manual review.	https://animaldiversity.org/accounts/Helogale_parvula/	0	non-marine	not_listed	original_aquatic_table	TY_NK_final_18pt	3+3+3+5+4	0-18
Hemitragus_hylocrius	Nilgiri tahr	Hemitragus hylocrius	0	0	0	0	0	0			clear_terrestrial_zero	High	ADW describes Nilgiri tahr with habitat regions (tropical, terrestrial), habitat text states 'They prefer grass-woodland mosaic habitat in rugged hills, mountain slopes and plateaus at altitudes ranging from 1,200-2,200 m', supporting terrestrial habitat association.	https://animaldiversity.org/accounts/Hemitragus_hylocrius/	0	non-marine	not_listed	original_aquatic_table	TY_NK_final_18pt	3+3+3+5+4	0-18
Heterocephalus_glaber	Naked mole-rat	Heterocephalus glaber	0	0	0	0	0	0			clear_terrestrial_zero	High	ADW describes naked mole rat with habitat regions (tropical, terrestrial), habitat text states 'Naked mole rats inhabit underground tunnels in grasslands and savannas of eastern Africa', supporting terrestrial habitat association.	https://animaldiversity.org/accounts/Heterocephalus_glaber/	0	non-marine	not_listed	original_aquatic_table	TY_NK_final_18pt	3+3+3+5+4	0-18
Heterohyrax_brucei	Yellow-spotted hyrax	Heterohyrax brucei	0	0	0	0	0	0			clear_terrestrial_zero	High	ADW describes hoggar hyrax with habitat text states 'The yellow-spotted hyrax is found exclusively in rocky areas', providing limited ecology evidence, so final coding requires manual review.	https://animaldiversity.org/accounts/Heterohyrax_brucei/	0	non-marine	not_listed	original_aquatic_table	TY_NK_final_18pt	3+3+3+5+4	0-18
Hipposideros_galeritus	Cantor's roundleaf bat	Hipposideros galeritus	0	0	0	0	0	0			clear_terrestrial_zero	High	Fallback ADW account Hipposideridae describes leaf-nosed bats, roundleaf bats, and trident bats with habitat regions (tropical, terrestrial), habitat text states 'Hipposideridae inhabits tropical and subtropical habitats and roosting preferences vary by genera', supporting terrestrial habitat association. Evidence is a higher taxon proxy low confidence.	https://animaldiversity.org/accounts/Hipposideridae/	0	non-marine	not_listed	original_aquatic_table	TY_NK_final_18pt	3+3+3+5+4	0-18
Hippotragus_equinus	Roan antelope	Hippotragus equinus	0	0	0	0	0	0			clear_terrestrial_zero	High	ADW describes roan antelope with habitat regions (tropical), habitat text states 'Roan antelope are found in lightly wooded savanna with medium to tall grass and must have access to water (Wildlife Africa CC 2001).', providing limited ecology evidence, so final coding requires manual review.	https://animaldiversity.org/accounts/Hippotragus_equinus/	0	non-marine	not_listed	original_aquatic_table	TY_NK_final_18pt	3+3+3+5+4	0-18
Hippotragus_niger_niger	Sable antelope	Hippotragus niger niger	0	0	0	0	0	0			clear_terrestrial_zero	High	Fallback ADW account Hippotragus_niger describes mbarapi with habitat text states 'Favorable habitat is a mixture of savanna woodlands and grassland', providing limited ecology evidence, so final coding requires manual review.	https://animaldiversity.org/accounts/Hippotragus_niger/	0	non-marine	not_listed	original_aquatic_table	TY_NK_final_18pt	3+3+3+5+4	0-18
Hyaena_hyaena	Striped hyena	Hyaena hyaena	0	0	0	0	0	0			clear_terrestrial_zero	High	ADW describes striped hyena with habitat text states 'The striped hyena lives in arid, mountainous regions with scrub woodland', providing limited ecology evidence, so final coding requires manual review.	https://animaldiversity.org/accounts/Hyaena_hyaena/	0	non-marine	not_listed	original_aquatic_table	TY_NK_final_18pt	3+3+3+5+4	0-18
Hylobates_moloch	Silvery gibbon	Hylobates moloch	0	0	0	0	0	0			clear_terrestrial_zero	High	ADW describes silvery gibbon with habitat regions (tropical, terrestrial), habitat text states 'Gibbons live in the tropical rainforests and semi-evergreen rainforests of South and Southeast Asia', supporting terrestrial habitat association.	https://animaldiversity.org/accounts/Hylobates_moloch/	0	non-marine	not_listed	original_aquatic_table	TY_NK_final_18pt	3+3+3+5+4	0-18
Hystrix_cristata	Crested porcupine	Hystrix cristata	0	0	0	0	0	0			clear_terrestrial_zero	High	ADW describes North African crested porcupine with habitat text states 'Hystrix are highly adaptable, found in forests, rocky areas, mountains, croplands, and sandhill deserts (Nowak 1991; Grzimek 1990)', providing limited ecology evidence, so final coding requires manual review.	https://animaldiversity.org/accounts/Hystrix_cristata/	0	non-marine	not_listed	original_aquatic_table	TY_NK_final_18pt	3+3+3+5+4	0-18
Ictidomys_tridecemlineatus	Thirteen-lined ground squirrel	Ictidomys tridecemlineatus	0	0	0	0	0	0			manual_curated_terrestrial	High	Manual curator check: thirteen-lined ground squirrel is a clearly terrestrial/non-aquatic rodent; scored zero across all aquaticity dimensions.	https://en.wikipedia.org/wiki/Thirteen-lined_ground_squirrel	0	non-marine	not_listed	original_aquatic_table	TY_NK_final_18pt	3+3+3+5+4	0-18
Indri_indri	Indri	Indri indri	0	0	0	0	0	0			clear_terrestrial_zero	High	ADW describes indri with habitat regions (tropical, terrestrial), habitat text states 'Indris reside in coastal and montane rainforest from sea level to 1,800 m in northeastern Madagascar.', supporting terrestrial habitat association.	https://animaldiversity.org/accounts/Indri_indri/	0	non-marine	not_listed	original_aquatic_table	TY_NK_final_18pt	3+3+3+5+4	0-18
Jaculus_jaculus	Lesser Egyptian jerboa	Jaculus jaculus	0	0	0	0	0	0			clear_terrestrial_zero	High	ADW describes lesser Egyptian jerboa with habitat regions (temperate, terrestrial), habitat text states 'Jaculus jaculus lives in desert and semi-desert areas that can be sandy or stony', supporting terrestrial habitat association.	https://animaldiversity.org/accounts/Jaculus_jaculus/	0	non-marine	not_listed	original_aquatic_table	TY_NK_final_18pt	3+3+3+5+4	0-18
Lama_guanicoe_cacsilensis	Guanaco	Lama guanicoe cacsilensis	0	0	0	0	0	0			clear_terrestrial_zero	High	Fallback ADW account Lama_guanicoe describes guanaco with habitat regions (temperate, tropical, terrestrial), habitat text states 'Guanacos are the mostly widely distributed of the four species of South American camelids and they occupy the most diverse range of habitats (Franklin, 1982)', supporting terrestrial habitat association.	https://animaldiversity.org/accounts/Lama_guanicoe/	0	non-marine	not_listed	original_aquatic_table	TY_NK_final_18pt	3+3+3+5+4	0-18
Lemur_catta	Ring-tailed lemur	Lemur catta	0	0	0	0	0	0			clear_terrestrial_zero	High	ADW describes ring-tailed lemur with habitat regions (terrestrial), habitat text states 'Ring-tailed lemurs are found in three distinct habitats in south and southwestern Madagascar: continuous canopy forest, brush and scrub forests, and mixed forests', supporting terrestrial habitat association.	https://animaldiversity.org/accounts/Lemur_catta/	0	non-marine	not_listed	original_aquatic_table	TY_NK_final_18pt	3+3+3+5+4	0-18
Leptonycteris_yerbabuenae	Lesser long-nosed bat	Leptonycteris yerbabuenae	0	0	0	0	0	0			clear_terrestrial_zero	High	ADW describes lesser long-nosed bat with other habitat features (caves), habitat regions (temperate, tropical), providing limited ecology evidence, so final coding requires manual review.	https://animaldiversity.org/accounts/Leptonycteris_yerbabuenae/	0	non-marine	not_listed	original_aquatic_table	TY_NK_final_18pt	3+3+3+5+4	0-18
Lepus_timidus	Mountain hare	Lepus timidus	0	0	0	0	0	0			clear_terrestrial_zero	High	ADW describes mountain hare with habitat regions (temperate, terrestrial), habitat text states 'Hares thrive in three main types of habitat: tundra, forest, and the moorlands of Scotland and Ireland', supporting terrestrial habitat association.	https://animaldiversity.org/accounts/Lepus_timidus/	0	non-marine	not_listed	original_aquatic_table	TY_NK_final_18pt	3+3+3+5+4	0-18
Litocranius_walleri	Gerenuk	Litocranius walleri	0	0	0	0	0	0			clear_terrestrial_zero	High	ADW describes gerenuk with habitat regions (tropical, terrestrial), habitat text states 'The habitat that Litocranius walleri occupies varies from the treeless plains of Tanzania in the southern reaches of its range to the dry high deserts of Kenya', supporting terrestrial habitat association.	https://animaldiversity.org/accounts/Litocranius_walleri/	0	non-marine	not_listed	original_aquatic_table	TY_NK_final_18pt	3+3+3+5+4	0-18
Lycaon_pictus	African hunting dog	Lycaon pictus	0	0	0	0	0	0			clear_terrestrial_zero	High	ADW describes African wild dog with habitat regions (temperate, tropical, terrestrial), habitat text states 'African hunting dogs are found in grasslands, savannahs and open woodlands', supporting terrestrial habitat association.	https://animaldiversity.org/accounts/Lycaon_pictus/	0	non-marine	not_listed	original_aquatic_table	TY_NK_final_18pt	3+3+3+5+4	0-18
Lynx_canadensis	Canada lynx	Lynx canadensis	0	0	0	0	0	0			clear_terrestrial_zero	High	ADW describes Canada lynx with habitat text states 'Lynx usually live in mature forests with dense undergrowth but can also be found in more open forests, rocky areas or tundra.', supporting terrestrial habitat association.	https://animaldiversity.org/accounts/Lynx_canadensis/	0	non-marine	not_listed	original_aquatic_table	TY_NK_final_18pt	3+3+3+5+4	0-18
Lynx_pardinus	Spanish lynx	Lynx pardinus	0	0	0	0	0	0			clear_terrestrial_zero	High	ADW describes Spanish lynx with wetlands (marsh), other habitat features (agricultural), habitat regions (temperate, terrestrial), supporting water-associated terrestrial use rather than unequivocal aquatic dependence.	https://animaldiversity.org/accounts/Lynx_pardinus/	0	non-marine	not_listed	original_aquatic_table	TY_NK_final_18pt	3+3+3+5+4	0-18
Macaca_mulatta	Rhesus monkey	Macaca mulatta	0	0	0	0	0	0			clear_terrestrial_zero	High	ADW describes rhesus monkey with other habitat features (urban, suburban, agricultural), habitat regions (temperate, tropical, terrestrial), supporting terrestrial habitat association.	https://animaldiversity.org/accounts/Macaca_mulatta/	0	non-marine	not_listed	original_aquatic_table	TY_NK_final_18pt	3+3+3+5+4	0-18
Macroglossus_sobrinus	Long-tongued fruit bat	Macroglossus sobrinus	0	0	0	0	0	0			clear_terrestrial_zero	High	ADW describes greater long-tongued fruit bat with wetlands (swamp), habitat regions (temperate, tropical, terrestrial), supporting water-associated terrestrial use rather than unequivocal aquatic dependence.	https://animaldiversity.org/accounts/Macroglossus_sobrinus/	0	non-marine	not_listed	original_aquatic_table	TY_NK_final_18pt	3+3+3+5+4	0-18
Macrotus_californicus	California big-eared bat	Macrotus californicus	0	0	0	0	0	0			clear_terrestrial_zero	High	ADW describes California leaf-nosed bat with habitat text states 'This species can be found in the caves and abandoned mines in deserts of South West North America', providing limited ecology evidence, so final coding requires manual review.	https://animaldiversity.org/accounts/Macrotus_californicus/	0	non-marine	not_listed	original_aquatic_table	TY_NK_final_18pt	3+3+3+5+4	0-18
Mandrillus_sphinx	Mandrill	Mandrillus sphinx	0	0	0	0	0	0			clear_terrestrial_zero	High	ADW describes mandrill with habitat regions (tropical, terrestrial), habitat text states 'Mandrills are found in tropical rain forest habitats, montane and thick secondary forests, and thick bush', supporting terrestrial habitat association.	https://animaldiversity.org/accounts/Mandrillus_sphinx/	0	non-marine	not_listed	original_aquatic_table	TY_NK_final_18pt	3+3+3+5+4	0-18
Manis_javanica	Malayan pangolin	Manis javanica	0	0	0	0	0	0			clear_terrestrial_zero	High	ADW describes Malayan pangolin with other habitat features (agricultural), habitat regions (tropical), providing limited ecology evidence, so final coding requires manual review.	https://animaldiversity.org/accounts/Manis_javanica/	0	non-marine	not_listed	original_aquatic_table	TY_NK_final_18pt	3+3+3+5+4	0-18
Manis_pentadactyla	Chinese pangolin	Manis pentadactyla	0	0	0	0	0	0			clear_terrestrial_zero	High	ADW describes Chinese pangolin with habitat text states 'Chinese pangolins inhabit subtropical and deciduous forests', providing limited ecology evidence, so final coding requires manual review.	https://animaldiversity.org/accounts/Manis_pentadactyla/	0	non-marine	not_listed	original_aquatic_table	TY_NK_final_18pt	3+3+3+5+4	0-18
Manis_tricuspis	Tree pangolin	Manis tricuspis	0	0	0	0	0	0			clear_terrestrial_zero	High	ADW describes tree pangolin with habitat regions (tropical, terrestrial), habitat text states 'African tree pangolins inhabit primary tropical forests as well as mosaic forests', supporting terrestrial habitat association.	https://animaldiversity.org/accounts/Manis_tricuspis/	0	non-marine	not_listed	original_aquatic_table	TY_NK_final_18pt	3+3+3+5+4	0-18
Marmota_monax	Woodchuck	Marmota monax	0	0	0	0	0	0			clear_terrestrial_zero	High	ADW describes woodchuck with other habitat features (suburban, agricultural, riparian), habitat regions (temperate, terrestrial), supporting water-associated terrestrial use rather than aquatic dependence.	https://animaldiversity.org/accounts/Marmota_monax/	0	non-marine	not_listed	original_aquatic_table	TY_NK_final_18pt	3+3+3+5+4	0-18
Martes_zibellina	Sable	Martes zibellina	0	0	0	0	0	0			clear_terrestrial_zero	High	ADW describes sable with habitat regions (temperate, terrestrial), habitat text states 'This species is found in the dense taiga forests, flatlands, and mountain regions of northern Asia (Grizimek , 1990)', supporting terrestrial habitat association.	https://animaldiversity.org/accounts/Martes_zibellina/	0	non-marine	not_listed	original_aquatic_table	TY_NK_final_18pt	3+3+3+5+4	0-18
Mastomys_coucha	Southern multimammate mouse	Mastomys coucha	0	0	0	0	0	0			manual_curated_terrestrial	High	Manual curator check: southern multimammate mouse is a clearly terrestrial/non-aquatic rodent; scored zero across all aquaticity dimensions.	https://en.wikipedia.org/wiki/Southern_multimammate_mouse	0	non-marine	not_listed	original_aquatic_table	TY_NK_final_18pt	3+3+3+5+4	0-18
Megaderma_lyra	Indian false vampire	Megaderma lyra	0	0	0	0	0	0			clear_terrestrial_zero	High	ADW describes greater false vampire bat with habitat regions (tropical), habitat text states 'Megaderma lyra uses day roosts in caves, pits, buildings and hollow trees', providing limited ecology evidence, so final coding requires manual review.	https://animaldiversity.org/accounts/Megaderma_lyra/	0	non-marine	not_listed	original_aquatic_table	TY_NK_final_18pt	3+3+3+5+4	0-18
Mellivora_capensis	Ratel	Mellivora capensis	0	0	0	0	0	0			clear_terrestrial_zero	High	ADW describes honey badger with other habitat features (riparian), habitat regions (temperate, tropical, terrestrial), supporting water-associated terrestrial use rather than aquatic dependence.	https://animaldiversity.org/accounts/Mellivora_capensis/	0	non-marine	not_listed	original_aquatic_table	TY_NK_final_18pt	3+3+3+5+4	0-18
Meriones_unguiculatus	Mongolian gerbil	Meriones unguiculatus	0	0	0	0	0	0			clear_terrestrial_zero	High	ADW describes Mongolian jird with habitat text states 'Mongolian gerbils live in the highlands in Inner Mongolia', providing limited ecology evidence, so final coding requires manual review.	https://animaldiversity.org/accounts/Meriones_unguiculatus/	0	non-marine	not_listed	original_aquatic_table	TY_NK_final_18pt	3+3+3+5+4	0-18
Mesocricetus_auratus	Golden hamster	Mesocricetus auratus	0	0	0	0	0	0			clear_terrestrial_zero	High	ADW describes golden hamster with other habitat features (agricultural), habitat regions (temperate, terrestrial), supporting terrestrial habitat association.	https://animaldiversity.org/accounts/Mesocricetus_auratus/	0	non-marine	not_listed	original_aquatic_table	TY_NK_final_18pt	3+3+3+5+4	0-18
Microcebus_murinus	Gray mouse lemur	Microcebus murinus	0	0	0	0	0	0			clear_terrestrial_zero	High	ADW describes gray mouse lemur with habitat regions (tropical, terrestrial), habitat text states 'Gray mouse lemurs are extremely arboreal.They move by leaping from the branches of trees', supporting terrestrial habitat association.	https://animaldiversity.org/accounts/Microcebus_murinus/	0	non-marine	not_listed	original_aquatic_table	TY_NK_final_18pt	3+3+3+5+4	0-18
Microtus_agrestis	Short-tailed field vole	Microtus agrestis	0	0	0	0	0	0			clear_terrestrial_zero	High	Fallback ADW account Microtus_oeconomus describes tundra vole with wetlands (bog), habitat regions (temperate, polar), supporting water-associated terrestrial use rather than unequivocal aquatic dependence. Evidence is a congeneric proxy review required.	https://animaldiversity.org/accounts/Microtus_oeconomus/	0	non-marine	not_listed	original_aquatic_table	TY_NK_final_18pt	3+3+3+5+4	0-18
Miniopterus_schreibersii	Schreibers' long-fingered bat	Miniopterus schreibersii	0	0	0	0	0	0			clear_terrestrial_zero	High	ADW describes Schreibers's long-fingered bat with other habitat features (caves), habitat regions (tropical, terrestrial), supporting terrestrial habitat association.	https://animaldiversity.org/accounts/Miniopterus_schreibersii/	0	non-marine	not_listed	original_aquatic_table	TY_NK_final_18pt	3+3+3+5+4	0-18
Mirza_coquereli	Coquerel's mouse lemur	Mirza coquereli	0	0	0	0	0	0			clear_terrestrial_zero	High	Fallback ADW account Cheirogaleidae describes dwarf lemurs and mouse lemurs with other habitat features (suburban, agricultural, riparian), habitat regions (tropical, terrestrial), supporting water-associated terrestrial use rather than aquatic dependence. Evidence is a higher taxon proxy low confidence.	https://animaldiversity.org/accounts/Cheirogaleidae/	0	non-marine	not_listed	original_aquatic_table	TY_NK_final_18pt	3+3+3+5+4	0-18
Molossus_molossus	Pallas's mastiff bat	Molossus molossus	0	0	0	0	0	0			manual_curated_terrestrial	High	Manual curator check: Pallas's mastiff bat is volant/terrestrial-roosting and non-aquatic; scored zero across all aquaticity dimensions.	https://en.wikipedia.org/wiki/Velvety_free-tailed_bat	0	non-marine	not_listed	original_aquatic_table	TY_NK_final_18pt	3+3+3+5+4	0-18
Mormoops_blainvillei	Antillean ghost-faced bat	Mormoops blainvillei	0	0	0	0	0	0			clear_terrestrial_zero	High	Fallback ADW account Mormoops_megalophylla describes ghost-faced bat with habitat text states 'Ghost-faced bats are typically found near desert shrub in caves, tunnels, mine shafts, and occasionally old buildings, especially where temperature and humidity are high (Schobe...', providing limited ecology evidence, so final coding requires manual review. Evidence is a congeneric proxy review required.	https://animaldiversity.org/accounts/Mormoops_megalophylla/	0	non-marine	not_listed	original_aquatic_table	TY_NK_final_18pt	3+3+3+5+4	0-18
